huc8,name,areaacres,states,region,et_ssebop,et_fano,etr,precip,rf,et_wb,et_ssebop_filter,et_fano_filter,et_wb_filter
4150309,Headwaters St. Lawrence River,941126.17,"CN,NY",Midwest,611.3813492,657.499188,912.6174538,nan,0,nan,611.3813492,657.499188,nan
4150200,Lake Ontario,5060904.07,"CN,NY",Midwest,679.4192123,661.6514847,959.5145767,nan,671.0817156,nan,679.4192123,661.6514847,nan
10020004,Big Hole,1786146.5,"ID,MT",Great Plains,402.8549117,449.4602732,1033.990492,556.4025629,81.8,474.6025629,402.8549117,449.4602732,474.6025629
7050002,Flambeau,754827.57,"MI,WI",Midwest,523.2037654,629.5262444,939.5917308,896.2669554,308.278744,587.9882114,523.2037654,629.5262444,587.9882114
7040001,Rush-Vermillion,711813.47,"MN,WI",Midwest,591.154081,552.1262139,1037.985222,805.9548709,241.7481081,564.2067628,591.154081,552.1262139,564.2067628
7030005,Lower St. Croix,1674762.35,"MN,WI",Midwest,552.591272,529.7398148,1028.592388,732.2394849,185.5,546.7394849,552.591272,529.7398148,546.7394849
10100004,Lower Yellowstone,3407624.57,"MT,ND",Great Plains,450.180052,399.3273949,1277.168215,512.9254172,38.5,474.4254172,450.180052,399.3273949,474.4254172
10090101,Upper Tongue,1622535.12,"MT,WY",Great Plains,447.8919483,430.3835225,1318.888607,493.1019817,31.1,462.0019817,447.8919483,430.3835225,462.0019817
10070002,Upper Yellowstone,1897251.3,"MT,WY",Great Plains,441.5259393,428.5183524,1184.637394,579.1496067,221.3,357.8496067,441.5259393,428.5183524,357.8496067
10070006,Clarks Fork Yellowstone,1787333.49,"MT,WY",Great Plains,296.7007316,332.7158414,1182.407409,519.1496018,169.5,349.6496018,296.7007316,332.7158414,349.6496018
10080014,Shoshone,944835.26,"MT,WY",Great Plains,290.2228756,225.6277246,1273.544432,254.7972468,72.6,182.1972468,nan,225.6277246,182.1972468
10070001,Yellowstone Headwaters,1659327.81,"MT,WY",Great Plains,290.2826448,462.8416495,1076.802988,729.5468118,312.9810934,nan,290.2826448,462.8416495,nan
1080103,Waits,593829.17,"NH,VT",Northeast,657.3277496,735.283454,975.5968155,1228.6874,609.8031646,nan,657.3277496,735.283454,nan
4150408,Lake Champlain,1793332.24,"CN,NY,VT",Northeast,680.176064,712.4047054,993.3245327,nan,0,nan,680.176064,712.4047054,nan
10020007,Madison,1635681.26,"ID,MT,WY",Great Plains,361.0998837,458.8977205,1106.945292,615.1696304,211.6,403.5696304,361.0998837,458.8977205,403.5696304
1080101,Upper Connecticut,914976.88,"CN,ME,NH,VT",Northeast,509.1915411,636.2034412,841.9088263,nan,704.7,nan,509.1915411,636.2034412,nan
4150500,St. Francois River,1974832.35,"CN,ME,NH,VT",Northeast,538.291393,660.9279886,897.4640153,nan,0,nan,538.291393,660.9279886,nan
1040001,Upper Androscoggin,876955.19,"CN,ME,NH",Northeast,534.1221546,660.7776096,849.0722023,1209.879997,751.1,nan,534.1221546,660.7776096,nan
4150407,Missiquoi River,547520.06,"CN,VT",Midwest,609.1057061,686.1864694,931.7716514,nan,0,nan,609.1057061,686.1864694,nan
4060200,Lake Michigan,14382857.03,"IL,IN,MI,WI",Midwest,647.0362218,682.0972135,966.5017608,nan,418.7111111,nan,647.0362218,682.0972135,nan
4020300,Lake Superior,20931900.82,"CN,MI,MN,WI",Midwest,522.3462166,648.0584965,944.046319,nan,489.1004623,nan,522.3462166,648.0584965,nan
4150401,Mettawee River,439961.17,"NY,VT",Midwest,791.337937,805.6940478,1106.074717,1160.763365,0,1160.763365,791.337937,805.6940478,nan
1020003,Mattawamkeag,967445.35,ME,Northeast,693.1904892,721.9617613,976.1092197,1458.920849,954,nan,693.1904892,721.9617613,nan
1020002,East Branch Penobscot,716510.69,ME,Northeast,718.1119364,743.8197262,991.4324358,1268.916651,785.8,nan,718.1119364,743.8197262,nan
1020005,Lower Penobscot,1532146.81,ME,Northeast,768.8971349,779.9815014,1042.872219,1312.890021,754.9214286,nan,768.8971349,779.9815014,nan
1020004,Piscataquis,930120.31,ME,Northeast,702.7652572,761.5862583,1012.574646,1303.298735,844.6,nan,702.7652572,761.5862583,nan
1030003,Lower Kennebec,2195636.1,ME,Northeast,700.1024859,765.218875,1031.727567,1303.2692,760.5620102,nan,700.1024859,765.218875,nan
1010003,Fish,569848.78,ME,Northeast,637.5804599,636.7672737,864.6820582,1158.86646,613.3,nan,637.5804599,636.7672737,nan
1010002,Allagash,790334.93,ME,Northeast,655.6675207,683.2068562,891.0246829,1108.816257,587.9,nan,655.6675207,683.2068562,nan
4070003,Lone Lake-Ocqueoc,509208.72,MI,Midwest,645.3110011,682.2183747,1018.639014,834.7611348,308.1361702,526.6249646,645.3110011,682.2183747,526.6249646
4070006,Thunder Bay,800158.46,MI,Midwest,655.2814679,705.2870373,1045.411252,778.9367767,270.8738318,508.0629449,655.2814679,705.2870373,508.0629449
4070002,Carp-Pine,415708.44,MI,Midwest,595.71495,641.79082,926.6584513,999.1486465,446.1872881,nan,595.71495,641.79082,nan
4070007,Au Sable,1311053.88,MI,Midwest,603.7249948,664.9206124,1001.701289,844.2711243,252.8,591.4711243,603.7249948,664.9206124,591.4711243
4070005,Black,384003.94,MI,Midwest,656.2432532,720.0663298,1048.21704,810.2935525,270.5960396,539.6975129,656.2432532,720.0663298,539.6975129
4070004,Cheboygan,572193.62,MI,Midwest,618.8972007,697.0849942,1003.975932,907.5875331,410.2,nan,618.8972007,697.0849942,nan
4060105,Boardman-Charlevoix,1067562.27,MI,Midwest,601.1959104,676.7112797,1015.769896,959.4493567,581.4,nan,601.1959104,676.7112797,nan
4060103,Manistee,1247879.17,MI,Midwest,596.9832953,669.6083256,1005.858077,962.3042203,440.4,nan,596.9832953,669.6083256,nan
4060107,Brevoort-Millecoquins,353656.36,MI,Midwest,574.7838206,621.9983966,883.4284453,978.0516697,304.3,673.7516697,574.7838206,621.9983966,673.7516697
4020201,Betsy-Chocolay,736752.03,MI,Midwest,510.8017311,597.4233248,876.3477021,980.6151045,400.3,nan,510.8017311,597.4233248,nan
4020202,Tahquamenon,518215.99,MI,Midwest,602.9710594,626.4748388,870.1798161,1034.17133,447.5314685,nan,602.9710594,626.4748388,nan
4060106,Manistique,941507.12,MI,Midwest,566.5695509,636.2067613,917.9871377,972.6172928,466.2,nan,566.5695509,636.2067613,nan
4020203,Waiska,68549.99,MI,Midwest,622.2323511,630.0071474,893.4953881,1065.393344,447.4,nan,622.2323511,630.0071474,nan
4060104,Betsie-Platte,509342.3,MI,Midwest,635.4041238,706.0482063,1027.420382,1003.542712,367.4471429,636.0955695,635.4041238,706.0482063,636.0955695
4030112,Fishdam-Sturgeon,371490.5,MI,Midwest,597.2714238,654.4865506,919.7722841,903.1903836,271.2245098,631.9658738,597.2714238,654.4865506,631.9658738
4030111,Tacoosh-Whitefish,411086.07,MI,Midwest,611.9292514,662.4052391,964.9020998,853.2207225,334.3,518.9207225,611.9292514,662.4052391,518.9207225
4030109,Cedar-Ford,652336.11,MI,Midwest,634.7239776,684.5591092,982.1185399,804.1144833,223.8,580.3144833,634.7239776,684.5591092,580.3144833
4030110,Escanaba,593664.62,MI,Midwest,584.2107787,648.1248059,951.2663218,843.3999338,272.3453416,571.0545922,584.2107787,648.1248059,571.0545922
4020105,Dead-Kelsey,581828.58,MI,Midwest,609.6884018,687.1435716,973.6284289,875.4935188,484.1,nan,609.6884018,687.1435716,nan
4020103,Keweenaw Peninsula,699037.44,MI,Midwest,575.2329863,706.3071862,1006.672053,910.0012114,709.6068421,nan,575.2329863,706.3071862,nan
4020104,Sturgeon,467346.5,MI,Midwest,549.6971227,662.3032777,942.1847882,894.5858056,443.9758065,nan,549.6971227,662.3032777,nan
4030107,Michigamme,463410.9,MI,Midwest,630.4658794,649.0239842,927.0490078,795.5967969,295.4448,500.1519969,630.4658794,649.0239842,500.1519969
9030002,Vermilion,661801.47,MN,Midwest,605.4030696,619.7207571,910.2834513,702.9590983,204.3,498.6590983,605.4030696,619.7207571,498.6590983
9030005,Little Fork,1199238.94,MN,Midwest,570.0195794,629.5170251,930.8060286,691.6243683,189.8,501.8243683,570.0195794,629.5170251,501.8243683
4010202,Cloquet,507904.08,MN,Midwest,581.1549344,628.76427,944.1417374,763.995498,205.6,558.395498,581.1549344,628.76427,558.395498
4010102,Beaver-Lester,392935.76,MN,Midwest,549.8595645,571.0393954,898.072601,845.1462258,306.2,538.9462258,549.8595645,571.0393954,538.9462258
7030003,Kettle,673461.51,MN,Midwest,377.8066831,408.9154252,1005.533448,678.5476708,235.6,442.9476708,377.8066831,408.9154252,442.9476708
7010103,Prairie-Willow,1333827.72,MN,Midwest,561.3767357,614.6362135,978.9361687,660.6021307,147.0587601,513.5433706,561.3767357,614.6362135,513.5433706
7010102,Leech Lake,858412.13,MN,Midwest,583.7331024,663.0010974,1003.77498,628.0075188,131.8,496.2075188,583.7331024,nan,496.2075188
7010105,Pine,501180.35,MN,Midwest,574.8054921,646.3436861,1006.835975,698.1324762,154.5,543.6324762,574.8054921,646.3436861,543.6324762
7010104,Elk-Nokasippi,1076970.75,MN,Midwest,596.4351983,606.6296589,1028.064605,714.2737459,156.2779264,557.9958195,596.4351983,606.6296589,557.9958195
7010204,Crow,945279.64,MN,Midwest,635.7937691,542.9662874,1087.064676,660.3948228,132.0823529,528.3124698,635.7937691,542.9662874,528.3124698
7010203,Clearwater-Elk,717847.48,MN,Midwest,609.6720637,534.3177211,1076.694357,667.5624504,152.4,515.1624504,609.6720637,534.3177211,515.1624504
7010205,South Fork Crow,818476.84,MN,Midwest,585.3606054,519.5872885,1075.090955,676.6857075,127.6,549.0857075,585.3606054,519.5872885,549.0857075
7020005,Chippewa,1329918.1,MN,Midwest,588.8547715,542.2275307,1085.924014,651.552108,64.6,586.952108,588.8547715,542.2275307,586.952108
7010108,Long Prairie,565175.59,MN,Midwest,586.6658857,546.2121261,1012.143134,751.9974662,132.3253247,619.6721416,586.6658857,546.2121261,619.6721416
7010107,Redeye,572115.83,MN,Midwest,499.2105953,502.2460719,952.4142729,691.0110122,149.7,541.3110122,499.2105953,502.2460719,541.3110122
7010106,Crow Wing,1269326.03,MN,Midwest,547.9193112,592.2658706,999.5388092,686.077356,151.5,534.577356,547.9193112,592.2658706,534.577356
9020103,Otter Tail,1221591.77,MN,Midwest,607.0674893,575.0645841,1027.023591,703.0117389,102.9,600.1117389,607.0674893,575.0645841,600.1117389
9020108,Eastern Wild Rice,1046539.81,MN,Midwest,580.8753488,531.3575765,1030.235427,676.0725196,69.06888112,607.0036385,580.8753488,531.3575765,607.0036385
9020305,Clearwater,869288.21,MN,Midwest,512.2350893,502.780047,1017.238809,583.9920027,65.4,518.5920027,512.2350893,502.780047,518.5920027
9020303,Red Lake,856994.91,MN,Midwest,528.1074708,476.6395235,1015.840413,583.6305146,45.79273504,537.8377795,528.1074708,476.6395235,537.8377795
9020309,Snake,498127.97,MN,Midwest,472.1220379,449.5872965,1012.082806,601.3319557,55.1,546.2319557,472.1220379,449.5872965,546.2319557
9020102,Mustinka,550428.52,MN,Midwest,577.4911111,538.7918274,1086.380209,564.8493347,65.5,499.3493347,nan,538.7918274,499.3493347
7020002,Pomme De Terre,559965.45,MN,Midwest,560.1564776,540.8599732,1049.403244,609.6632456,88.5,521.1632456,560.1564776,540.8599732,521.1632456
10050004,Middle Milk,2247783.95,MT,Great Plains,444.6205218,383.7396639,1249.085602,516.9397958,21,495.9397958,444.6205218,383.7396639,495.9397958
10050016,Porcupine,464522.32,MT,Great Plains,455.1502105,369.5429502,1144.429965,429.3368488,42.6,386.7368488,nan,369.5429502,386.7368488
10090102,Lower Tongue,1838669.88,MT,Great Plains,465.4286338,433.5116838,1400.32544,511.2739258,10.06194332,501.2119825,465.4286338,433.5116838,501.2119825
10080015,Lower Bighorn,1255344.1,MT,Great Plains,403.5673336,365.4778695,1369.169713,468.47371,47,421.47371,403.5673336,365.4778695,421.47371
10070007,Upper Yellowstone-Pompeys Pillar,1285334.67,MT,Great Plains,350.0350657,296.7046092,1363.97872,427.5303396,62.65142045,364.8789191,350.0350657,296.7046092,364.8789191
10040202,Middle Musselshell,1231642.19,MT,Great Plains,377.8009518,328.1727427,1366.980066,487.0414982,10.5,476.5414982,377.8009518,328.1727427,476.5414982
10040203,Flatwillow,435085,MT,Great Plains,497.6542797,458.0359401,1324.395242,604.7765084,24.5,580.2765084,497.6542797,458.0359401,580.2765084
10040204,Box Elder,750403.48,MT,Great Plains,498.5326502,459.1113082,1407.203998,558.0936442,24.5,533.5936442,498.5326502,459.1113082,533.5936442
10040205,Lower Musselshell,1081352.99,MT,Great Plains,417.8796225,371.1086434,1454.875721,471.8879949,42.4,429.4879949,417.8796225,371.1086434,429.4879949
10040105,Big Dry,991528.7,MT,Great Plains,303.5767739,353.9552187,1398.462114,505.3280432,6.6,498.7280432,303.5767739,353.9552187,498.7280432
10040106,Little Dry,782771.97,MT,Great Plains,318.2877044,324.7144661,1328.719501,499.6797705,5,494.6797705,318.2877044,324.7144661,494.6797705
10050014,Beaver,1170683.71,MT,Great Plains,397.5941945,352.2278515,1265.982272,483.5945372,20.8,462.7945372,397.5941945,352.2278515,462.7945372
10040101,Bullwhacker-Dog,1237914.67,MT,Great Plains,457.5168212,369.7551102,1342.578664,497.3966378,56.3,441.0966378,457.5168212,369.7551102,441.0966378
10050005,Big Sandy,516683.26,MT,Great Plains,445.6213125,365.5641454,1293.769623,497.4987462,16.7,480.7987462,445.6213125,365.5641454,480.7987462
10040102,Arrow,814352.07,MT,Great Plains,463.6080332,413.7037485,1345.767527,527.7272093,56.3,471.4272093,463.6080332,413.7037485,471.4272093
10040103,Judith,1769983.94,MT,Great Plains,556.6053956,532.5814621,1300.985131,559.3620492,56.3,503.0620492,556.6053956,532.5814621,503.0620492
10030105,Belt,511286.04,MT,Great Plains,518.4252007,635.0922376,1297.41626,643.1544694,150.3,492.8544694,518.4252007,635.0922376,492.8544694
10030102,Upper Missouri-Dearborn,1665003.3,MT,Great Plains,434.5852315,424.1579677,1334.890679,440.4017043,83.1,357.3017043,434.5852315,424.1579677,357.3017043
10030205,Teton,1311574.52,MT,Great Plains,350.2899467,341.5391395,1283.430423,396.5535106,4.9,391.6535106,350.2899467,341.5391395,391.6535106
10030104,Sun,1201578.89,MT,Great Plains,392.0540078,428.8205117,1180.699022,535.2276533,85.3,449.9276533,392.0540078,428.8205117,449.9276533
10030103,Smith,1284299.24,MT,Great Plains,457.5339211,520.4333364,1267.41076,508.7466381,51.7,457.0466381,457.5339211,nan,457.0466381
10030101,Upper Missouri,2144176.11,MT,Great Plains,446.4883363,451.2463252,1209.181627,426.8093836,67.2,359.6093836,nan,nan,359.6093836
10040201,Upper Musselshell,2570011.99,MT,Great Plains,396.7618394,360.7209415,1293.717089,481.840184,6.4,475.440184,396.7618394,360.7209415,475.440184
10070004,Upper Yellowstone-Lake Basin,1005577.63,MT,Great Plains,308.9089178,309.9823869,1332.061959,392.2487736,154.1,238.1487736,308.9089178,309.9823869,238.1487736
10070005,Stillwater,682578.31,MT,Great Plains,375.2025959,411.3110342,1101.825564,688.9709789,271.8,417.1709789,375.2025959,411.3110342,417.1709789
10020003,Ruby,618097.61,MT,Great Plains,356.0871872,397.7678464,1116.860338,477.6619051,36.7,440.9619051,356.0871872,397.7678464,440.9619051
10020002,Beaverhead,961454.98,MT,Great Plains,327.520287,336.5293603,1132.318698,351.8770931,30.9,320.9770931,327.520287,336.5293603,320.9770931
10020006,Boulder,485719.26,MT,Great Plains,424.9700386,462.4006458,1120.221966,479.7752272,70.3,409.4752272,424.9700386,462.4006458,409.4752272
10030201,Two Medicine,823954.9,MT,Great Plains,429.9434978,466.0105271,1147.131023,671.9550909,212.3,459.6550909,429.9434978,466.0105271,459.6550909
10030202,Cut Bank,768301.62,MT,Great Plains,418.2547095,337.4226042,1161.68768,527.5302758,137.7,389.8302758,418.2547095,337.4226042,389.8302758
10030204,Willow,635435.77,MT,Great Plains,446.5451462,288.4649518,1289.121957,479.5340439,44.2,435.3340439,446.5451462,288.4649518,435.3340439
9020202,Upper Sheyenne,1205201.69,ND,Midwest,521.9103712,461.1511582,1101.474031,578.9623263,55.29791045,523.6644158,521.9103712,461.1511582,523.6644158
9020310,Park,610892.89,ND,Midwest,409.9793499,403.4047063,989.3083676,628.4057753,133.1,495.3057753,409.9793499,403.4047063,495.3057753
9020201,Devils Lake,2457556.38,ND,Midwest,529.2173567,458.0696374,1039.33445,609.8712164,60.7,549.1712164,529.2173567,458.0696374,549.1712164
9020308,Forest,599258.4,ND,Midwest,466.6069092,412.8647266,1026.068842,637.6638755,122.6,515.0638755,466.6069092,412.8647266,515.0638755
9020307,Turtle,437314.24,ND,Midwest,487.0423811,408.4739409,1015.391226,596.3079319,97.1,499.2079319,487.0423811,408.4739409,499.2079319
9020109,Goose,809708.15,ND,Midwest,501.4450475,427.8657793,1018.143037,583.7196879,53.9,529.8196879,501.4450475,427.8657793,529.8196879
9020203,Middle Sheyenne,1292131.89,ND,Midwest,563.1397693,456.3616073,1068.767392,502.5606662,30.1,472.4606662,nan,456.3616073,472.4606662
9020204,Lower Sheyenne,1102755.42,ND,Midwest,559.511824,482.6590617,1081.978205,555.8045579,59.1,496.7045579,nan,482.6590617,496.7045579
9020205,Maple,1010406.88,ND,Midwest,548.4397886,461.8603532,1081.904223,541.3879295,31.9,509.4879295,nan,461.8603532,509.4879295
1070002,Winnipesaukee River,310653.72,NH,Northeast,737.8877987,825.87665,1100.106184,1234.551402,618.1,nan,737.8877987,825.87665,nan
1070001,Pemigewasset,654510.05,NH,Northeast,650.0573849,778.208833,1006.788324,1335.897443,821.5,nan,650.0573849,778.208833,nan
4150406,Saranac River,392465.89,NY,Midwest,580.0304706,655.8834734,863.0709674,1196.817808,0,1196.817808,580.0304706,655.8834734,nan
4150404,Ausable River,329526.42,NY,Midwest,623.396873,694.0062565,943.9244072,1167.419762,0,1167.419762,623.396873,694.0062565,nan
4150306,St. Regis,546765.08,NY,Midwest,603.2223613,672.7938546,902.5186294,1189.22807,609.3944828,nan,603.2223613,672.7938546,nan
4150304,Grass,405099.71,NY,Midwest,565.9106763,639.8068821,890.5262658,1167.467386,544.7,nan,565.9106763,639.8068821,nan
4150302,Oswegatchie,672083.11,NY,Midwest,561.5292647,648.6443426,900.5452087,1121.104616,646.6588889,nan,561.5292647,648.6443426,nan
4150303,Indian,360007.87,NY,Midwest,609.4951097,665.3565008,928.2263827,1057.926419,619.2586957,nan,609.4951097,665.3565008,nan
4150405,Lamoille River,461633.07,VT,Midwest,634.186485,686.5664177,917.7859726,1315.169903,0,1315.169903,634.186485,686.5664177,nan
1080105,White,455597.06,VT,Northeast,663.5113179,750.9973967,988.402672,1269.9262,788.2,nan,663.5113179,750.9973967,nan
4030102,Door-Kewaunee,490269.44,WI,Midwest,678.1282633,646.982611,1072.526074,819.7994399,210.1128,609.6866399,678.1282633,646.982611,609.6866399
4030105,Peshtigo,780481.11,WI,Midwest,652.0117437,673.6951973,1011.405819,834.0496662,228.4099057,605.6397605,652.0117437,673.6951973,605.6397605
4030104,Oconto,614971.85,WI,Midwest,666.7244063,673.5587119,1008.577392,844.2085662,223,621.2085662,666.7244063,673.5587119,621.2085662
4030202,Wolf,2384585.5,WI,Midwest,630.9305068,631.2009008,1006.305989,869.4161812,271.0798107,598.3363705,630.9305068,631.2009008,598.3363705
7070002,Lake Dubay,1740421.57,WI,Midwest,602.6108945,596.7328581,970.1531845,917.0720666,298.5,618.5720666,602.6108945,596.7328581,618.5720666
7050003,South Fork Flambeau,473225.16,WI,Midwest,507.1442132,632.5939458,950.0999419,857.4617882,321,536.4617882,507.1442132,632.5939458,536.4617882
7030002,Namekagon,651862.8,WI,Midwest,570.2412492,636.8855349,1019.811322,818.6091005,308.3027933,510.3063072,570.2412492,636.8855349,510.3063072
7050004,Jump,546851.25,WI,Midwest,535.2551582,614.5790306,979.2388033,873.418282,382.018543,nan,535.2551582,614.5790306,nan
7050006,Eau Claire,565630.04,WI,Midwest,594.619536,585.5547901,992.4199928,898.2902641,323.3,574.9902641,594.619536,585.5547901,574.9902641
7050007,Red Cedar,1210174.16,WI,Midwest,557.5740674,554.2952638,1008.722387,726.8644621,248.3142415,478.5502206,557.5740674,554.2952638,478.5502206
