huc8,name,areaacres,states,region,et_ssebop,et_fano,etr,precip,rf,et_wb,et_ssebop_filter,et_fano_filter,et_wb_filter
2020001,Upper Hudson,1064814.27,NY,Northeast,556.2837933,667.6221241,932.2462735,1661.358825,1044.8,nan,556.2837933,667.6221241,nan
4150305,Raquette,806047.72,NY,Northeast,540.1335344,614.1538015,881.1148792,1528.388885,1019.5,nan,540.1335344,614.1538015,nan
4150101,Black,1220444.82,NY,Midwest,633.1835416,617.6048744,891.8772514,1531.151195,1084.022884,nan,633.1835416,617.6048744,nan
4150102,Chaumont-Perch,203232.68,NY,Midwest,633.7011816,598.5010421,964.1386824,1367.810554,1084.5,nan,633.7011816,598.5010421,nan
10130105,Lower Lake Oahe,2453135.36,SD,Great Plains,622.9186432,534.5418704,1297.554207,580.5840007,90.8,489.7840007,nan,534.5418704,489.7840007
4150403,Winooski River,680464.23,VT,Northeast,621.9836419,632.2164092,909.0737536,1748.065058,0,1748.065058,621.9836419,632.2164092,nan
4150402,Otter Creek,603618.07,VT,Northeast,722.6864392,683.4554995,1027.030579,1726.301804,6.099378882,1720.202425,722.6864392,683.4554995,nan
17110011,Snohomish,189946.58,WA,Pacific Northwest,621.5453105,598.5762578,825.271597,1794.421841,1843.65,nan,621.5453105,598.5762578,nan
17110019,Puget Sound,1569922.24,WA,Pacific Northwest,679.6280485,646.5682922,904.5833044,nan,448.0275626,nan,679.6280485,646.5682922,nan
17110012,Lake Washington,388533.47,WA,Pacific Northwest,615.1992087,614.1439372,888.0496526,1647.619826,2087.9,nan,615.1992087,614.1439372,nan
17110010,Snoqualmie,442008.91,WA,Pacific Northwest,659.4028221,685.2225567,842.8600489,3028.69884,2996.8,nan,659.4028221,685.2225567,nan
17110009,Skykomish,532878.12,WA,Pacific Northwest,635.132304,651.6710536,850.2397553,3189.750398,3009.4,nan,635.132304,651.6710536,nan
7070003,Castle Rock,2079621.65,WI,Midwest,686.8092705,606.3216198,1042.798627,838.4679457,400.2,nan,686.8092705,606.3216198,nan
7050001,Upper Chippewa,1235286.39,WI,Midwest,644.8392785,649.0300436,977.2840022,880.3447621,384.0347561,nan,644.8392785,649.0300436,nan
7040007,Black,1456561.29,WI,Midwest,712.0333442,634.1409923,1025.475434,935.77971,436.6958333,nan,712.0333442,634.1409923,nan
7050005,Lower Chippewa,1318246.63,WI,Midwest,671.6102905,605.6668103,1027.145121,837.1646465,355.1873239,nan,671.6102905,605.6668103,nan
10080008,Nowood,1287233.39,WY,Great Plains,274.4518396,270.7274849,1168.611757,478.5769125,67.6,410.9769125,274.4518396,270.7274849,410.9769125
17040101,Snake Headwaters,1094937.85,WY,Great Plains,366.4332423,471.8081752,1097.994952,1199.602768,791.6,nan,366.4332423,471.8081752,nan
9020314,Roseau,1321215.91,"CN,MN",Midwest,524.6242614,489.6823043,916.0375274,nan,208.7036842,nan,524.6242614,489.6823043,nan
9030009,Lake of the Woods,3395333.95,"CN,MN",Midwest,653.4053166,668.0741158,921.0203687,nan,210.1,nan,653.4053166,668.0741158,nan
9020312,Two Rivers,697383.59,"CN,MN",Midwest,515.765729,452.5099473,936.6465435,607.4045922,231.9,375.5045922,515.765729,452.5099473,375.5045922
9040001,St. Marys,948412.76,"CN,MT",Midwest,515.6651089,545.3631087,1053.282669,nan,0,nan,515.6651089,545.3631087,nan
10050001,Milk Headwaters,617601.05,"CN,MT",Midwest,378.4447142,383.1740429,1132.850615,nan,57.3,nan,378.4447142,383.1740429,nan
10050002,Upper Milk,1445414.17,"CN,MT",Great Plains,380.0171452,325.1712588,1235.889291,nan,53.9,nan,380.0171452,325.1712588,nan
10050006,Sage,633348.09,"CN,MT",Great Plains,310.3936883,277.6204989,1263.529116,333.0107683,24.4,308.6107683,310.3936883,277.6204989,308.6107683
9010004,Willow,1148878.5,"CN,ND",Midwest,583.8458799,485.0282438,1028.859815,555.8138978,97.36404834,458.4498495,nan,485.0282438,458.4498495
9020316,Lower Pembina River,1623922.13,"CN,ND",Midwest,452.2216228,367.0101534,947.8406045,nan,0,nan,452.2216228,367.0101534,nan
9020315,Upper Pembina River,881910.56,"CN,ND",Midwest,492.1873174,394.3318788,987.2371658,nan,0,nan,492.1873174,394.3318788,nan
4150308,Chateaugay-English,739316.55,"CN,NY",Midwest,663.1504609,635.8891898,933.075839,nan,0,nan,663.1504609,635.8891898,nan
4150309,Headwaters St. Lawrence River,941126.17,"CN,NY",Midwest,670.1989786,636.4523888,914.5907373,nan,0,nan,670.1989786,636.4523888,nan
4150200,Lake Ontario,5060904.07,"CN,NY",Midwest,664.5153244,621.5014321,961.4216097,nan,981.0803612,nan,664.5153244,621.5014321,nan
10020004,Big Hole,1786146.5,"ID,MT",Great Plains,378.2054658,418.6175622,1036.596067,679.9473754,223.8,456.1473754,378.2054658,418.6175622,456.1473754
7050002,Flambeau,754827.57,"MI,WI",Midwest,591.3821155,645.9861216,941.9138986,760.1225141,352.3120773,nan,591.3821155,645.9861216,nan
7040001,Rush-Vermillion,711813.47,"MN,WI",Midwest,678.9911613,584.2160863,1040.646945,827.8860553,347.2875676,nan,678.9911613,584.2160863,nan
7030005,Lower St. Croix,1674762.35,"MN,WI",Midwest,657.5478766,603.1260995,1031.042608,838.5934249,269,569.5934249,657.5478766,603.1260995,569.5934249
10100004,Lower Yellowstone,3407624.57,"MT,ND",Great Plains,465.12517,390.9691832,1280.742482,581.2173811,107.8,473.4173811,465.12517,390.9691832,473.4173811
10090101,Upper Tongue,1622535.12,"MT,WY",Great Plains,480.4914067,454.3893941,1322.260655,575.6052083,98.9,476.7052083,480.4914067,454.3893941,476.7052083
10070002,Upper Yellowstone,1897251.3,"MT,WY",Great Plains,399.365809,449.7417306,1187.488859,702.3775959,456.5,nan,399.365809,449.7417306,nan
10070006,Clarks Fork Yellowstone,1787333.49,"MT,WY",Great Plains,350.5569585,339.9810346,1185.213145,638.9371907,315.5,nan,350.5569585,339.9810346,nan
10080014,Shoshone,944835.26,"MT,WY",Great Plains,327.8401126,225.9614119,1276.749686,291.8192311,216,nan,nan,225.9614119,nan
10070001,Yellowstone Headwaters,1659327.81,"MT,WY",Great Plains,287.6918762,444.1887086,1079.485822,944.8611142,599.8774487,nan,287.6918762,444.1887086,nan
1080103,Waits,593829.17,"NH,VT",Northeast,663.1211858,647.2444558,977.6003832,1530.270206,931.2563291,nan,663.1211858,647.2444558,nan
4150408,Lake Champlain,1793332.24,"CN,NY,VT",Northeast,698.1661472,683.1490429,995.3037941,nan,0,nan,698.1661472,683.1490429,nan
10020007,Madison,1635681.26,"ID,MT,WY",Great Plains,335.3674557,439.3175459,1109.513407,802.1501439,293,509.1501439,335.3674557,439.3175459,509.1501439
1080101,Upper Connecticut,914976.88,"CN,ME,NH,VT",Northeast,498.0857939,542.7708427,843.5365968,nan,968.2,nan,498.0857939,542.7708427,nan
4150500,St. Francois River,1974832.35,"CN,ME,NH,VT",Northeast,615.2007023,595.9352973,899.4002541,nan,0,nan,615.2007023,595.9352973,nan
1040001,Upper Androscoggin,876955.19,"CN,ME,NH",Northeast,459.2419907,564.1906223,850.7496631,1501.924572,951.2,nan,459.2419907,564.1906223,nan
4150407,Missiquoi River,547520.06,"CN,VT",Midwest,588.2846348,637.8378059,933.7966831,nan,0,nan,588.2846348,637.8378059,nan
4060200,Lake Michigan,14382857.03,"IL,IN,MI,WI",Midwest,583.0087698,654.9313419,968.4327499,nan,364.8693185,nan,583.0087698,654.9313419,nan
4020300,Lake Superior,20931900.82,"CN,MI,MN,WI",Midwest,526.4287198,697.15324,945.4098361,nan,354.4932534,nan,526.4287198,697.15324,nan
4150401,Mettawee River,439961.17,"NY,VT",Midwest,766.2267846,749.6547075,1108.283187,1653.258042,0,1653.258042,766.2267846,749.6547075,nan
1020003,Mattawamkeag,967445.35,ME,Northeast,658.5148648,716.3598819,977.9907632,1509.146948,994.4,nan,658.5148648,716.3598819,nan
1020002,East Branch Penobscot,716510.69,ME,Northeast,603.6609245,720.8368008,993.3418864,1534.021729,1007.6,nan,603.6609245,720.8368008,nan
1020005,Lower Penobscot,1532146.81,ME,Northeast,746.4992087,764.4344913,1044.866209,1427.945615,1001.567734,nan,746.4992087,764.4344913,nan
1020004,Piscataquis,930120.31,ME,Northeast,600.6944423,708.9223483,1014.634873,1577.872409,1029,nan,600.6944423,708.9223483,nan
1030003,Lower Kennebec,2195636.1,ME,Northeast,714.7762716,727.9237764,1033.818381,1480.815235,907.8097104,nan,714.7762716,727.9237764,nan
1010003,Fish,569848.78,ME,Northeast,556.2304585,609.4235793,866.3311266,1521.935971,1028.5,nan,556.2304585,609.4235793,nan
1010002,Allagash,790334.93,ME,Northeast,507.5674198,653.2547525,892.7385757,1467.239015,856.1,nan,507.5674198,653.2547525,nan
4070003,Lone Lake-Ocqueoc,509208.72,MI,Midwest,651.6906032,685.6633422,1020.629538,794.1809887,278.0212766,516.1597121,651.6906032,685.6633422,516.1597121
4070006,Thunder Bay,800158.46,MI,Midwest,696.8986238,691.7249047,1047.567847,798.4305103,264.8607477,533.5697627,696.8986238,691.7249047,533.5697627
4070002,Carp-Pine,415708.44,MI,Midwest,585.2458957,657.8784061,928.3644558,823.7449149,314.0127119,509.7322031,585.2458957,657.8784061,509.7322031
4070007,Au Sable,1311053.88,MI,Midwest,675.479261,652.4974479,1003.77576,793.088301,231.5,561.588301,675.479261,652.4974479,561.588301
4070005,Black,384003.94,MI,Midwest,690.3502205,718.9139306,1050.353759,797.9249527,260.3584158,537.5665369,690.3502205,718.9139306,537.5665369
4070004,Cheboygan,572193.62,MI,Midwest,651.4841052,678.64728,1005.989083,814.5816282,366.2,nan,651.4841052,678.64728,nan
4060105,Boardman-Charlevoix,1067562.27,MI,Midwest,626.852267,649.3226024,1017.805721,782.8685754,496.4,nan,626.852267,649.3226024,nan
4060103,Manistee,1247879.17,MI,Midwest,610.9723945,659.2266516,1007.922719,863.2399124,397.6,nan,610.9723945,659.2266516,nan
4060107,Brevoort-Millecoquins,353656.36,MI,Midwest,573.4536806,633.7002324,885.0598143,791.6851047,268.7,522.9851047,573.4536806,633.7002324,522.9851047
4020201,Betsy-Chocolay,736752.03,MI,Midwest,545.5119975,601.0227516,877.9845831,802.2678492,391.4,nan,545.5119975,601.0227516,nan
4020202,Tahquamenon,518215.99,MI,Midwest,546.6492012,626.090356,871.9365479,837.3717485,379.2832168,nan,546.6492012,626.090356,nan
4060106,Manistique,941507.12,MI,Midwest,572.3862039,630.6114643,919.7322564,804.3674867,433.7,nan,572.3862039,630.6114643,nan
4020203,Waiska,68549.99,MI,Midwest,537.9652867,625.6665033,895.2498552,789.1349996,324.5,nan,537.9652867,625.6665033,nan
4060104,Betsie-Platte,509342.3,MI,Midwest,639.0587584,683.2577177,1029.453367,807.0007102,302.11,504.8907102,639.0587584,683.2577177,504.8907102
4030112,Fishdam-Sturgeon,371490.5,MI,Midwest,574.6846212,640.7633365,921.5224161,729.7010887,294.0313725,nan,574.6846212,640.7633365,nan
4030111,Tacoosh-Whitefish,411086.07,MI,Midwest,658.2923177,647.482227,966.7735477,730.8086392,337.6,nan,658.2923177,647.482227,nan
4030109,Cedar-Ford,652336.11,MI,Midwest,667.7856128,667.1224926,984.1787291,656.5827847,253.7,402.8827847,nan,nan,402.8827847
4030110,Escanaba,593664.62,MI,Midwest,584.7475679,625.6631657,953.1839986,668.0068989,263.5198758,404.4870231,584.7475679,625.6631657,404.4870231
4020105,Dead-Kelsey,581828.58,MI,Midwest,568.6131598,654.781481,975.5369488,662.5524218,300.9,nan,568.6131598,654.781481,nan
4020103,Keweenaw Peninsula,699037.44,MI,Midwest,590.4704477,691.9991266,1008.465191,710.6247954,511.0678947,nan,590.4704477,691.9991266,nan
4020104,Sturgeon,467346.5,MI,Midwest,594.1349164,641.0236044,944.2332189,680.8562908,342.3604839,nan,594.1349164,641.0236044,nan
4030107,Michigamme,463410.9,MI,Midwest,523.6472025,624.7082292,929.0056568,661.5795972,323.1608,nan,523.6472025,624.7082292,nan
9030002,Vermilion,661801.47,MN,Midwest,518.4547669,575.8724601,912.3610328,615.1497358,243.4,371.7497358,518.4547669,575.8724601,371.7497358
9030005,Little Fork,1199238.94,MN,Midwest,560.4987642,638.8775366,932.9893637,647.0315586,267.4,nan,560.4987642,638.8775366,nan
4010202,Cloquet,507904.08,MN,Midwest,579.1147343,649.8878051,946.3394808,732.5572484,236.3,496.2572484,579.1147343,649.8878051,496.2572484
4010102,Beaver-Lester,392935.76,MN,Midwest,523.8338356,602.0997453,900.0217992,799.8011313,357.7,nan,523.8338356,602.0997453,nan
7030003,Kettle,673461.51,MN,Midwest,618.4155036,639.7996897,1007.889307,846.3662788,399.4,nan,618.4155036,639.7996897,nan
7010103,Prairie-Willow,1333827.72,MN,Midwest,605.5461011,655.8987043,981.3334366,735.9438498,235.6544474,500.2894024,605.5461011,655.8987043,500.2894024
7010102,Leech Lake,858412.13,MN,Midwest,707.8197024,733.8017315,1006.144693,651.8177349,218.8,433.0177349,nan,nan,433.0177349
7010105,Pine,501180.35,MN,Midwest,673.074761,697.3316498,1009.274613,715.7375155,228.6,487.1375155,673.074761,697.3316498,487.1375155
7010104,Elk-Nokasippi,1076970.75,MN,Midwest,638.864084,653.8107691,1030.598557,781.9056537,231.0635452,550.8421086,638.864084,653.8107691,550.8421086
7010204,Crow,945279.64,MN,Midwest,603.0461712,579.0610524,1089.8976,914.070435,399.4207843,nan,603.0461712,579.0610524,nan
7010203,Clearwater-Elk,717847.48,MN,Midwest,604.9011105,572.6083827,1079.401587,931.6252015,333.8,597.8252015,604.9011105,572.6083827,597.8252015
7010205,South Fork Crow,818476.84,MN,Midwest,535.0572622,508.0511007,1077.923001,851.3909935,430.1,nan,535.0572622,508.0511007,nan
7020005,Chippewa,1329918.1,MN,Midwest,610.1665523,544.4708106,1088.772877,780.5554289,199.5,581.0554289,610.1665523,544.4708106,581.0554289
7010108,Long Prairie,565175.59,MN,Midwest,639.2661789,619.8745775,1014.61076,819.377204,256.6779221,562.6992819,639.2661789,619.8745775,562.6992819
7010107,Redeye,572115.83,MN,Midwest,594.7988137,566.9870238,954.8170704,677.0805054,218.4,458.6805054,594.7988137,566.9870238,458.6805054
7010106,Crow Wing,1269326.03,MN,Midwest,653.4106052,648.1308239,1001.993244,676.1806988,222.7,453.4806988,653.4106052,648.1308239,453.4806988
9020103,Otter Tail,1221591.77,MN,Midwest,680.1548707,624.7069338,1029.677129,677.4672701,264.5,412.9672701,nan,624.7069338,412.9672701
9020108,Eastern Wild Rice,1046539.81,MN,Midwest,617.6715365,533.6392601,1032.948317,672.5273073,225.7251748,446.8021324,617.6715365,533.6392601,446.8021324
9020305,Clearwater,869288.21,MN,Midwest,638.2582761,562.5400084,1020.03259,673.4734719,207.6,465.8734719,638.2582761,562.5400084,465.8734719
9020303,Red Lake,856994.91,MN,Midwest,583.7998431,491.2319863,1018.576259,595.2079918,174.7,420.5079918,583.7998431,491.2319863,420.5079918
9020309,Snake,498127.97,MN,Midwest,557.0424075,463.8983544,1014.895568,628.9309099,225.6,403.3309099,557.0424075,463.8983544,403.3309099
9020102,Mustinka,550428.52,MN,Midwest,672.3791475,449.4161237,1089.31991,725.0962016,239.7,485.3962016,672.3791475,449.4161237,485.3962016
7020002,Pomme De Terre,559965.45,MN,Midwest,639.829082,531.4161813,1052.247243,747.5719172,270,477.5719172,639.829082,531.4161813,477.5719172
10050004,Middle Milk,2247783.95,MT,Great Plains,394.1301217,370.4362838,1252.373381,445.7461293,50.9,394.8461293,394.1301217,370.4362838,394.8461293
10050016,Porcupine,464522.32,MT,Great Plains,396.4579935,356.1477722,1147.664198,500.4665377,93.1,407.3665377,396.4579935,356.1477722,407.3665377
10090102,Lower Tongue,1838669.88,MT,Great Plains,509.9379904,447.8686752,1404.126276,575.6008482,48.43360324,527.1672449,509.9379904,447.8686752,527.1672449
10080015,Lower Bighorn,1255344.1,MT,Great Plains,460.6086202,403.7677871,1372.654421,570.2056665,123.9,446.3056665,460.6086202,403.7677871,446.3056665
10070007,Upper Yellowstone-Pompeys Pillar,1285334.67,MT,Great Plains,438.9589549,342.8937664,1367.528753,560.1536936,154.5011364,405.6525573,438.9589549,342.8937664,405.6525573
10040202,Middle Musselshell,1231642.19,MT,Great Plains,443.2979871,370.7208125,1370.432868,581.9201486,84.5,497.4201486,443.2979871,370.7208125,497.4201486
10040203,Flatwillow,435085,MT,Great Plains,462.379933,463.2986343,1327.460986,642.7086963,86.2,556.5086963,462.379933,463.2986343,556.5086963
10040204,Box Elder,750403.48,MT,Great Plains,443.2655526,454.9697678,1410.515677,580.6764557,86.2,494.4764557,443.2655526,454.9697678,494.4764557
10040205,Lower Musselshell,1081352.99,MT,Great Plains,393.1566764,383.1383902,1458.658088,521.7102359,93.5,428.2102359,393.1566764,383.1383902,428.2102359
10040105,Big Dry,991528.7,MT,Great Plains,282.199676,327.7522014,1402.168383,541.4421764,93.7,447.7421764,282.199676,327.7522014,447.7421764
10040106,Little Dry,782771.97,MT,Great Plains,354.4752465,332.5663585,1332.27585,528.2753945,93.7,434.5753945,354.4752465,332.5663585,434.5753945
10050014,Beaver,1170683.71,MT,Great Plains,351.495475,358.1338949,1269.31864,514.8921522,97.2,417.6921522,351.495475,358.1338949,417.6921522
10040101,Bullwhacker-Dog,1237914.67,MT,Great Plains,409.6470167,346.8293898,1345.811445,424.4790164,126.4,298.0790164,409.6470167,346.8293898,298.0790164
10050005,Big Sandy,516683.26,MT,Great Plains,422.034766,351.3081295,1296.900609,405.2320822,35.5,369.7320822,nan,351.3081295,369.7320822
10040102,Arrow,814352.07,MT,Great Plains,429.2581603,400.3792876,1348.966332,508.4499562,126.3,382.1499562,429.2581603,400.3792876,382.1499562
10040103,Judith,1769983.94,MT,Great Plains,512.7942706,497.7557117,1304.226187,600.9714785,126.2,474.7714785,512.7942706,497.7557117,474.7714785
10030105,Belt,511286.04,MT,Great Plains,530.7995009,567.1049965,1300.423119,663.7718484,171.8,491.9718484,530.7995009,567.1049965,491.9718484
10030102,Upper Missouri-Dearborn,1665003.3,MT,Great Plains,450.0863604,414.9762605,1337.899438,508.5220964,218.2,nan,450.0863604,414.9762605,nan
10030205,Teton,1311574.52,MT,Great Plains,353.9509808,330.3759166,1286.289304,438.7312433,37.6,401.1312433,353.9509808,330.3759166,401.1312433
10030104,Sun,1201578.89,MT,Great Plains,392.6356667,404.3462855,1183.303497,660.8138881,205.5,455.3138881,392.6356667,404.3462855,455.3138881
10030103,Smith,1284299.24,MT,Great Plains,470.2500092,502.4848233,1270.403144,560.9970334,152.6,408.3970334,470.2500092,502.4848233,408.3970334
10030101,Upper Missouri,2144176.11,MT,Great Plains,435.5442544,452.6214154,1211.973599,474.7271757,165.2,309.5271757,435.5442544,452.6214154,309.5271757
10040201,Upper Musselshell,2570011.99,MT,Great Plains,399.313124,370.6611206,1297.105783,572.2754112,73.6,498.6754112,399.313124,370.6611206,498.6754112
10070004,Upper Yellowstone-Lake Basin,1005577.63,MT,Great Plains,407.8714102,350.8883881,1335.428638,496.3959449,329.7,nan,407.8714102,350.8883881,nan
10070005,Stillwater,682578.31,MT,Great Plains,333.848683,425.3158748,1104.253426,836.3836924,471.9,nan,333.848683,425.3158748,nan
10020003,Ruby,618097.61,MT,Great Plains,362.0910941,399.2337527,1119.250331,608.4619633,147.8,460.6619633,362.0910941,399.2337527,460.6619633
10020002,Beaverhead,961454.98,MT,Great Plains,320.416712,330.4861551,1134.938945,440.8467819,70.5,370.3467819,320.416712,330.4861551,370.3467819
10020006,Boulder,485719.26,MT,Great Plains,389.994306,425.1057929,1122.814033,518.0437869,226.1,nan,389.994306,425.1057929,nan
10030201,Two Medicine,823954.9,MT,Great Plains,403.2131873,423.5643837,1149.636575,680.9692239,359.1,nan,403.2131873,423.5643837,nan
10030202,Cut Bank,768301.62,MT,Great Plains,333.4766912,306.3527504,1164.280871,455.2594952,224.4,nan,333.4766912,306.3527504,nan
10030204,Willow,635435.77,MT,Great Plains,303.937614,235.9803638,1292.227208,320.9113671,81.9,239.0113671,303.937614,235.9803638,239.0113671
9020202,Upper Sheyenne,1205201.69,ND,Midwest,602.8646141,496.516008,1104.436893,565.4825674,96.80179104,468.6807763,nan,496.516008,468.6807763
9020310,Park,610892.89,ND,Midwest,486.1783951,399.1324965,992.0982117,572.6666069,103,469.6666069,486.1783951,399.1324965,469.6666069
9020201,Devils Lake,2457556.38,ND,Midwest,560.7191855,484.4504907,1042.1191,536.7258294,143.6,393.1258294,nan,484.4504907,393.1258294
9020308,Forest,599258.4,ND,Midwest,499.1911904,424.3041461,1028.847216,568.1202322,105.6,462.5202322,499.1911904,424.3041461,462.5202322
9020307,Turtle,437314.24,ND,Midwest,503.757625,427.6356317,1018.044986,588.9223154,98.6,490.3223154,503.757625,427.6356317,490.3223154
9020109,Goose,809708.15,ND,Midwest,520.8702827,404.656839,1020.83917,668.8456621,187.5,481.3456621,520.8702827,404.656839,481.3456621
9020203,Middle Sheyenne,1292131.89,ND,Midwest,603.0520059,480.7443244,1071.743623,703.6208841,147.2,556.4208841,603.0520059,480.7443244,556.4208841
9020204,Lower Sheyenne,1102755.42,ND,Midwest,593.12178,472.7387316,1085.099851,630.3958022,243.4,386.9958022,593.12178,472.7387316,386.9958022
9020205,Maple,1010406.88,ND,Midwest,559.5069759,420.8410702,1084.968289,606.4761435,200.1,406.3761435,559.5069759,420.8410702,406.3761435
1070002,Winnipesaukee River,310653.72,NH,Northeast,672.9210654,778.9934943,1102.317908,1542.098984,744.6,nan,672.9210654,778.9934943,nan
1070001,Pemigewasset,654510.05,NH,Northeast,596.3659609,700.5136951,1008.784542,1749.199876,1054.4,nan,596.3659609,700.5136951,nan
4150406,Saranac River,392465.89,NY,Midwest,513.7783422,602.9455716,864.8240815,1500.931994,0,1500.931994,513.7783422,602.9455716,nan
4150404,Ausable River,329526.42,NY,Midwest,563.3011388,658.2402038,945.8696901,1507.797172,0,1507.797172,563.3011388,658.2402038,nan
4150306,St. Regis,546765.08,NY,Midwest,608.0697123,626.7821163,904.4217142,1442.194206,923.2682759,nan,608.0697123,626.7821163,nan
4150304,Grass,405099.71,NY,Midwest,640.3697461,606.2521767,892.458109,1511.705335,887,nan,640.3697461,606.2521767,nan
4150302,Oswegatchie,672083.11,NY,Midwest,622.9031048,621.9406454,902.6533195,1481.526731,953.3805556,nan,622.9031048,621.9406454,nan
4150303,Indian,360007.87,NY,Midwest,661.0082251,629.4797611,930.3760988,1416.958363,933.9543478,nan,661.0082251,629.4797611,nan
4150405,Lamoille River,461633.07,VT,Midwest,620.2902178,631.1183194,919.6950352,1718.388767,0,1718.388767,620.2902178,631.1183194,nan
1080105,White,455597.06,VT,Northeast,744.5777371,705.740847,990.5896312,1659.312398,1132.7,nan,744.5777371,705.740847,nan
4030102,Door-Kewaunee,490269.44,WI,Midwest,580.1778525,591.4639447,1074.678051,734.7963223,407.8584,nan,580.1778525,591.4639447,nan
4030105,Peshtigo,780481.11,WI,Midwest,641.5677794,647.4720788,1013.682522,731.5045258,292.5476415,438.9568843,641.5677794,647.4720788,438.9568843
4030104,Oconto,614971.85,WI,Midwest,694.7799372,650.5779238,1010.935143,813.371681,321.9,491.471681,694.7799372,650.5779238,491.471681
4030202,Wolf,2384585.5,WI,Midwest,710.3744184,624.2213364,1008.753365,867.6607736,363.2616719,nan,710.3744184,624.2213364,nan
7070002,Lake Dubay,1740421.57,WI,Midwest,629.9138071,595.4635166,972.5533615,876.5925142,373.6,nan,629.9138071,595.4635166,nan
7050003,South Fork Flambeau,473225.16,WI,Midwest,605.8578711,643.5607905,952.5437967,787.2699258,366.8,nan,605.8578711,643.5607905,nan
7030002,Namekagon,651862.8,WI,Midwest,667.8532226,654.3512721,1022.196356,922.1618359,348.2027933,573.9590426,667.8532226,654.3512721,573.9590426
7050004,Jump,546851.25,WI,Midwest,628.2402581,637.4675455,981.6427384,814.006357,429.5748344,nan,628.2402581,637.4675455,nan
7050006,Eau Claire,565630.04,WI,Midwest,646.7512278,611.6150461,994.9486163,871.9651057,371,nan,646.7512278,611.6150461,nan
7050007,Red Cedar,1210174.16,WI,Midwest,666.5035416,598.3437603,1011.145387,851.1955402,297.6839009,553.5116393,666.5035416,598.3437603,553.5116393
10090206,Clear,738596.08,WY,Great Plains,443.3981585,417.761025,1316.088328,519.2335246,90,429.2335246,443.3981585,417.761025,429.2335246
10090202,Upper Powder,1604953.26,WY,Great Plains,302.4123922,257.2111676,1349.66823,391.7740424,25,366.7740424,302.4123922,257.2111676,366.7740424
10090205,Crazy Woman,611303.39,WY,Great Plains,344.8989471,308.252532,1272.962123,416.0858747,31.6,384.4858747,344.8989471,308.252532,384.4858747
