huc8,name,areaacres,states,region,et_ssebop,et_fano,etr,precip,rf,et_wb,et_ssebop_filter,et_fano_filter,et_wb_filter
17110010,Snoqualmie,442008.91,WA,Pacific Northwest,705.2147895,682.9904058,844.8896324,2885.96474,2510,nan,705.2147895,682.9904058,nan
17110009,Skykomish,532878.12,WA,Pacific Northwest,707.2323359,684.9607911,852.3533257,3129.398527,2583.5,nan,707.2323359,684.9607911,nan
7070003,Castle Rock,2079621.65,WI,Midwest,778.6926944,697.5602436,1046.090193,1205.919391,405.4,800.5193915,778.6926944,697.5602436,800.5193915
7050001,Upper Chippewa,1235286.39,WI,Midwest,713.2661923,698.914346,980.1986034,1266.440694,522.1652439,nan,713.2661923,698.914346,nan
7040007,Black,1456561.29,WI,Midwest,788.3715703,702.6601045,1028.653618,1231.419872,481.8375,749.582372,788.3715703,702.6601045,749.582372
7050005,Lower Chippewa,1318246.63,WI,Midwest,751.0843617,673.3709268,1030.256072,1096.739353,421.8453521,674.8940009,751.0843617,673.3709268,674.8940009
10080008,Nowood,1287233.39,WY,Great Plains,299.2073908,285.6247936,1172.006599,399.4597811,44.9,354.5597811,299.2073908,285.6247936,354.5597811
17040101,Snake Headwaters,1094937.85,WY,Great Plains,381.0263758,551.4227877,1101.527418,824.5383539,472.1,nan,381.0263758,551.4227877,nan
9020314,Roseau,1321215.91,"CN,MN",Midwest,632.5045784,547.5689593,918.8806916,nan,181.7955263,nan,632.5045784,547.5689593,nan
9030009,Lake of the Woods,3395333.95,"CN,MN",Midwest,681.9422604,709.2207909,923.9885815,nan,180.1,nan,681.9422604,709.2207909,nan
9020312,Two Rivers,697383.59,"CN,MN",Midwest,604.7152058,501.0614348,939.6629283,787.2781182,177.5,609.7781182,604.7152058,501.0614348,609.7781182
9040001,St. Marys,948412.76,"CN,MT",Midwest,556.9380492,611.4420031,1056.392132,nan,0,nan,556.9380492,611.4420031,nan
10050001,Milk Headwaters,617601.05,"CN,MT",Midwest,425.5357827,433.0728916,1136.386684,nan,18.2,nan,425.5357827,433.0728916,nan
10050002,Upper Milk,1445414.17,"CN,MT",Great Plains,514.4318236,380.9333157,1239.642761,nan,17.4,nan,514.4318236,380.9333157,nan
10050006,Sage,633348.09,"CN,MT",Great Plains,439.13023,315.1591715,1267.370679,376.8767251,6.5,370.3767251,nan,315.1591715,370.3767251
9010004,Willow,1148878.5,"CN,ND",Midwest,610.8792175,551.9025656,1032.102833,575.6271754,14.36374622,561.2634292,nan,551.9025656,561.2634292
9020316,Lower Pembina River,1623922.13,"CN,ND",Midwest,562.3725121,451.796443,950.9063914,nan,0,nan,562.3725121,451.796443,nan
9020315,Upper Pembina River,881910.56,"CN,ND",Midwest,587.7007345,492.3026274,990.3081958,nan,0,nan,587.7007345,492.3026274,nan
4150308,Chateaugay-English,739316.55,"CN,NY",Midwest,617.2194836,681.7132531,935.4803825,nan,0,nan,617.2194836,681.7132531,nan
4150309,Headwaters St. Lawrence River,941126.17,"CN,NY",Midwest,652.3323364,660.4739366,917.0528755,nan,0,nan,652.3323364,660.4739366,nan
4150200,Lake Ontario,5060904.07,"CN,NY",Midwest,710.7887226,659.4211967,964.0138607,nan,575.5977427,nan,710.7887226,659.4211967,nan
10020004,Big Hole,1786146.5,"ID,MT",Great Plains,375.086119,459.8237026,1039.926263,544.9353777,109.2,435.7353777,375.086119,459.8237026,435.7353777
7050002,Flambeau,754827.57,"MI,WI",Midwest,642.9202983,694.9456313,944.7086097,1187.205812,450.5024155,736.7033963,642.9202983,694.9456313,736.7033963
7040001,Rush-Vermillion,711813.47,"MN,WI",Midwest,716.8351281,649.957539,1043.995541,1142.87139,276.9102703,865.9611201,716.8351281,649.957539,865.9611201
7030005,Lower St. Croix,1674762.35,"MN,WI",Midwest,705.8311985,675.9386038,1034.150935,1047.567024,293.3,754.2670235,705.8311985,675.9386038,754.2670235
10100004,Lower Yellowstone,3407624.57,"MT,ND",Great Plains,448.4089822,367.0816324,1284.906607,448.2613278,38.8,409.4613278,nan,367.0816324,409.4613278
10090101,Upper Tongue,1622535.12,"MT,WY",Great Plains,465.0009541,457.9526496,1326.329645,488.0821935,30.1,457.9821935,465.0009541,457.9526496,457.9821935
10070002,Upper Yellowstone,1897251.3,"MT,WY",Great Plains,483.1826138,485.7141681,1191.294671,532.8775164,215.3,nan,483.1826138,485.7141681,nan
10070006,Clarks Fork Yellowstone,1787333.49,"MT,WY",Great Plains,412.3754989,385.0705782,1188.888028,461.2991714,150.4,310.8991714,412.3754989,385.0705782,310.8991714
10080014,Shoshone,944835.26,"MT,WY",Great Plains,378.076394,245.0497816,1280.725717,251.3020821,78.1,173.2020821,nan,245.0497816,173.2020821
10070001,Yellowstone Headwaters,1659327.81,"MT,WY",Great Plains,342.2136831,529.2507712,1082.902222,653.82664,299.2908884,nan,342.2136831,529.2507712,nan
1080103,Waits,593829.17,"NH,VT",Northeast,694.8400542,748.7185413,980.3162084,1087.541991,537.5797468,nan,694.8400542,748.7185413,nan
4150408,Lake Champlain,1793332.24,"CN,NY,VT",Northeast,712.8542948,749.9642899,997.9192063,nan,0,nan,712.8542948,749.9642899,nan
10020007,Madison,1635681.26,"ID,MT,WY",Great Plains,362.2985282,498.46816,1112.835276,605.4048168,202.8,402.6048168,362.2985282,498.46816,402.6048168
1080101,Upper Connecticut,914976.88,"CN,ME,NH,VT",Northeast,600.4913117,652.3255165,845.6412565,nan,610.5,nan,600.4913117,652.3255165,nan
4150500,St. Francois River,1974832.35,"CN,ME,NH,VT",Northeast,614.5914476,668.3583858,901.7303613,nan,0,nan,614.5914476,668.3583858,nan
1040001,Upper Androscoggin,876955.19,"CN,ME,NH",Northeast,658.5442623,672.9697814,852.9094873,1058.145111,557.7,nan,658.5442623,672.9697814,nan
4150407,Missiquoi River,547520.06,"CN,VT",Midwest,670.063467,690.1904851,936.2709624,nan,0,nan,670.063467,690.1904851,nan
4060200,Lake Michigan,14382857.03,"IL,IN,MI,WI",Midwest,652.7679827,708.7635062,971.3424298,nan,439.4915672,nan,652.7679827,708.7635062,nan
4020300,Lake Superior,20931900.82,"CN,MI,MN,WI",Midwest,541.812246,708.3014559,947.9378303,nan,455.9562842,nan,541.812246,708.3014559,nan
4150401,Mettawee River,439961.17,"NY,VT",Midwest,747.4868055,806.8814319,1111.355625,1007.71355,0,1007.71355,747.4868055,806.8814319,1007.71355
1020003,Mattawamkeag,967445.35,ME,Northeast,733.011197,765.8034772,980.5066615,1222.992601,746.8,nan,733.011197,765.8034772,nan
1020002,East Branch Penobscot,716510.69,ME,Northeast,775.568983,790.6167338,995.8947527,1138.674272,696.3,nan,775.568983,790.6167338,nan
1020005,Lower Penobscot,1532146.81,ME,Northeast,776.7121195,805.1984487,1047.645689,1142.393063,664.7980296,nan,776.7121195,805.1984487,nan
1020004,Piscataquis,930120.31,ME,Northeast,774.9309006,796.9561428,1017.381928,1118.007701,704.5,nan,774.9309006,796.9561428,nan
1030003,Lower Kennebec,2195636.1,ME,Northeast,734.8641833,785.1404492,1036.628683,1061.917064,559.8638842,nan,734.8641833,785.1404492,nan
1010003,Fish,569848.78,ME,Northeast,652.3137672,639.2076987,868.3992522,1179.568329,644.5,nan,652.3137672,639.2076987,nan
1010002,Allagash,790334.93,ME,Northeast,687.6076613,676.2344805,894.8558268,1119.256403,590.3,nan,687.6076613,676.2344805,nan
4070003,Lone Lake-Ocqueoc,509208.72,MI,Midwest,719.1045521,708.3439835,1023.606112,833.4858541,351.606383,nan,719.1045521,708.3439835,nan
4070006,Thunder Bay,800158.46,MI,Midwest,759.0454774,717.367542,1050.42992,815.2774362,355.0850467,nan,759.0454774,717.367542,nan
4070002,Carp-Pine,415708.44,MI,Midwest,609.2351986,667.1849514,930.7848855,1022.32845,418.4983051,nan,609.2351986,667.1849514,nan
4070007,Au Sable,1311053.88,MI,Midwest,708.7315131,684.2389266,1006.370006,867.2368672,284.9,582.3368672,708.7315131,684.2389266,582.3368672
4070005,Black,384003.94,MI,Midwest,735.5659397,736.6831216,1053.198099,892.641969,344.5782178,548.0637512,735.5659397,736.6831216,548.0637512
4070004,Cheboygan,572193.62,MI,Midwest,701.890664,711.1486123,1008.752152,983.616677,452.4,nan,701.890664,711.1486123,nan
4060105,Boardman-Charlevoix,1067562.27,MI,Midwest,700.6687871,674.4402249,1020.553637,1004.565155,627.8,nan,700.6687871,674.4402249,nan
4060103,Manistee,1247879.17,MI,Midwest,698.7480277,676.205092,1010.476695,976.5278763,477,nan,698.7480277,676.205092,nan
4060107,Brevoort-Millecoquins,353656.36,MI,Midwest,590.6007736,651.6941281,887.4290513,1047.185947,383.2,663.985947,590.6007736,651.6941281,663.985947
4020201,Betsy-Chocolay,736752.03,MI,Midwest,548.8702843,633.7771894,880.2988881,1019.906698,454.6,nan,548.8702843,633.7771894,nan
4020202,Tahquamenon,518215.99,MI,Midwest,567.5432627,640.5089578,874.2306457,1045.20675,419.1328671,nan,567.5432627,640.5089578,nan
4060106,Manistique,941507.12,MI,Midwest,569.1153738,657.8553373,922.0360312,1069.150981,466.4,nan,569.1153738,657.8553373,nan
4020203,Waiska,68549.99,MI,Midwest,558.7428446,648.4447007,897.4714661,956.1728448,418.8,nan,558.7428446,648.4447007,nan
4060104,Betsie-Platte,509342.3,MI,Midwest,686.5806877,683.1657907,1032.184976,965.6269427,400.37,nan,686.5806877,683.1657907,nan
4030112,Fishdam-Sturgeon,371490.5,MI,Midwest,617.3953356,676.5862063,923.9885089,1012.105383,387.6715686,624.433814,617.3953356,676.5862063,624.433814
4030111,Tacoosh-Whitefish,411086.07,MI,Midwest,672.4028111,690.7145152,969.2931121,1037.579836,415.1,nan,672.4028111,690.7145152,nan
4030109,Cedar-Ford,652336.11,MI,Midwest,694.5596154,715.5071344,986.9955321,919.2334975,290.1,629.1334975,694.5596154,715.5071344,629.1334975
4030110,Escanaba,593664.62,MI,Midwest,641.2685471,679.9314445,955.7614064,971.6053998,303.4732919,668.1321078,641.2685471,679.9314445,668.1321078
4020105,Dead-Kelsey,581828.58,MI,Midwest,618.7682732,715.8404811,978.1554002,1073.780941,522.7,nan,618.7682732,715.8404811,nan
4020103,Keweenaw Peninsula,699037.44,MI,Midwest,644.7647564,742.9213321,1011.140728,1084.638993,533.5347368,nan,644.7647564,742.9213321,nan
4020104,Sturgeon,467346.5,MI,Midwest,631.2605842,687.3090378,946.8742094,1085.489339,429.9040323,655.5853068,631.2605842,687.3090378,655.5853068
4030107,Michigamme,463410.9,MI,Midwest,612.5588928,655.6416965,931.4089979,972.9837295,359.0344,613.9493295,612.5588928,655.6416965,613.9493295
9030002,Vermilion,661801.47,MN,Midwest,518.9211356,689.069145,914.927166,941.885088,312.4,629.485088,518.9211356,689.069145,629.485088
9030005,Little Fork,1199238.94,MN,Midwest,554.1778494,673.7098428,935.6466094,958.7914653,309.6,649.1914653,554.1778494,673.7098428,649.1914653
4010202,Cloquet,507904.08,MN,Midwest,567.2318866,685.7015348,949.086809,943.8105327,357,586.8105327,567.2318866,685.7015348,586.8105327
4010102,Beaver-Lester,392935.76,MN,Midwest,527.1397523,634.0966742,902.5886542,1037.704195,448.5,nan,527.1397523,634.0966742,nan
7030003,Kettle,673461.51,MN,Midwest,729.419071,711.3129767,1010.816536,1079.992776,436.7,nan,729.419071,711.3129767,nan
7010103,Prairie-Willow,1333827.72,MN,Midwest,650.7250217,689.1562212,984.2706653,946.4752753,222.3630728,724.1122026,650.7250217,689.1562212,724.1122026
7010102,Leech Lake,858412.13,MN,Midwest,740.2924577,722.2410339,1009.020677,800.8366138,134.7,666.1366138,740.2924577,722.2410339,666.1366138
7010105,Pine,501180.35,MN,Midwest,683.8908414,693.6339492,1012.245861,958.4873592,213.7,744.7873592,683.8908414,693.6339492,744.7873592
7010104,Elk-Nokasippi,1076970.75,MN,Midwest,709.1984136,683.972423,1033.635262,987.0014946,202.3852843,784.6162104,709.1984136,683.972423,784.6162104
7010204,Crow,945279.64,MN,Midwest,727.1651728,665.435905,1093.37631,985.6437545,231.0211765,754.6225781,727.1651728,665.435905,754.6225781
7010203,Clearwater-Elk,717847.48,MN,Midwest,734.2273849,656.0715814,1082.781293,974.6965446,217.3,757.3965446,734.2273849,656.0715814,757.3965446
7010205,South Fork Crow,818476.84,MN,Midwest,699.4435598,616.12771,1081.316598,1066.069159,236.4,829.6691586,699.4435598,616.12771,829.6691586
7020005,Chippewa,1329918.1,MN,Midwest,678.4952669,617.5768926,1092.140524,801.3646871,67.1,734.2646871,678.4952669,617.5768926,734.2646871
7010108,Long Prairie,565175.59,MN,Midwest,714.3777581,637.1843112,1017.50052,816.3389936,146.4688312,669.8701624,714.3777581,637.1843112,669.8701624
7010107,Redeye,572115.83,MN,Midwest,664.7264348,576.7028765,957.6558091,810.2558092,158.5,651.7558092,664.7264348,576.7028765,651.7558092
7010106,Crow Wing,1269326.03,MN,Midwest,729.7470966,652.8316782,1004.882273,834.3072151,157,677.3072151,729.7470966,652.8316782,677.3072151
9020103,Otter Tail,1221591.77,MN,Midwest,734.6185442,649.8378567,1032.833107,800.2998014,86.9,713.3998014,734.6185442,649.8378567,713.3998014
9020108,Eastern Wild Rice,1046539.81,MN,Midwest,650.7450832,566.528838,1036.068087,755.2197165,49.47552448,705.7441921,650.7450832,566.528838,705.7441921
9020305,Clearwater,869288.21,MN,Midwest,661.4867409,577.1410409,1023.201186,754.9678788,57.4,697.5678788,661.4867409,577.1410409,697.5678788
9020303,Red Lake,856994.91,MN,Midwest,619.142269,524.2595107,1021.737369,747.5960566,62.44188034,685.1541762,619.142269,524.2595107,685.1541762
9020309,Snake,498127.97,MN,Midwest,609.9851971,506.9173574,1018.187566,787.9339207,114.8,673.1339207,609.9851971,506.9173574,673.1339207
9020102,Mustinka,550428.52,MN,Midwest,631.7097486,546.2147498,1092.765346,634.6515759,4,630.6515759,631.7097486,546.2147498,630.6515759
7020002,Pomme De Terre,559965.45,MN,Midwest,662.5904555,585.8548375,1055.605508,691.2832245,63.7,627.5832245,662.5904555,585.8548375,627.5832245
10050004,Middle Milk,2247783.95,MT,Great Plains,556.1377487,456.2188131,1256.265809,522.4815762,12,510.4815762,nan,456.2188131,510.4815762
10050016,Porcupine,464522.32,MT,Great Plains,524.9402939,419.6799581,1151.29276,515.5400529,32.4,483.1400529,nan,419.6799581,483.1400529
10090102,Lower Tongue,1838669.88,MT,Great Plains,427.0781937,404.460683,1408.569183,437.1762966,9.276923077,427.8993735,427.0781937,404.460683,427.8993735
10080015,Lower Bighorn,1255344.1,MT,Great Plains,461.8698418,411.2078187,1377.069762,455.6661452,56.9,398.7661452,nan,411.2078187,398.7661452
10070007,Upper Yellowstone-Pompeys Pillar,1285334.67,MT,Great Plains,406.5238955,317.7502648,1372.052467,414.1768384,69.88011364,344.2967247,406.5238955,317.7502648,344.2967247
10040202,Middle Musselshell,1231642.19,MT,Great Plains,443.0966258,373.2621533,1374.786437,464.9670811,5.2,459.7670811,443.0966258,373.2621533,459.7670811
10040203,Flatwillow,435085,MT,Great Plains,550.7600749,493.7745852,1331.543456,515.2915821,5.2,510.0915821,nan,493.7745852,510.0915821
10040204,Box Elder,750403.48,MT,Great Plains,588.0165136,495.5016215,1414.91788,465.6331752,5.2,460.4331752,nan,nan,460.4331752
10040205,Lower Musselshell,1081352.99,MT,Great Plains,454.0356371,416.6263399,1463.316621,453.0614049,32.3,420.7614049,nan,416.6263399,420.7614049
10040105,Big Dry,991528.7,MT,Great Plains,307.8462309,349.2248774,1406.686097,458.9474148,32.4,426.5474148,307.8462309,349.2248774,426.5474148
10040106,Little Dry,782771.97,MT,Great Plains,277.8418642,314.6237468,1336.496814,455.8342468,32.4,423.4342468,277.8418642,314.6237468,423.4342468
10050014,Beaver,1170683.71,MT,Great Plains,545.9254407,436.6088905,1273.283534,574.5110091,28.4,546.1110091,545.9254407,436.6088905,546.1110091
10040101,Bullwhacker-Dog,1237914.67,MT,Great Plains,637.7758934,423.7415604,1349.93107,489.4291348,54.8,434.6291348,nan,423.7415604,434.6291348
10050005,Big Sandy,516683.26,MT,Great Plains,588.7237296,432.2191826,1300.854272,462.1478456,10.1,452.0478456,nan,432.2191826,452.0478456
10040102,Arrow,814352.07,MT,Great Plains,662.5428051,471.8516554,1353.140659,526.6846764,54.8,471.8846764,nan,471.8516554,471.8846764
10040103,Judith,1769983.94,MT,Great Plains,667.9104206,567.4442618,1308.515189,520.9826322,54.8,466.1826322,nan,nan,466.1826322
10030105,Belt,511286.04,MT,Great Plains,698.7687814,700.7416785,1304.517845,600.6502367,95.3,505.3502367,nan,nan,505.3502367
10030102,Upper Missouri-Dearborn,1665003.3,MT,Great Plains,592.8724421,489.4122331,1341.971892,450.3110856,83.3,367.0110856,nan,nan,367.0110856
10030205,Teton,1311574.52,MT,Great Plains,448.2789411,374.5707766,1290.175781,389.698257,3.4,386.298257,nan,374.5707766,386.298257
10030104,Sun,1201578.89,MT,Great Plains,435.6605115,444.5837908,1186.896113,497.9878157,52.9,445.0878157,435.6605115,444.5837908,445.0878157
10030103,Smith,1284299.24,MT,Great Plains,586.7920444,593.2219181,1274.469641,516.7251274,48.9,467.8251274,nan,nan,467.8251274
10030101,Upper Missouri,2144176.11,MT,Great Plains,535.8273034,516.0486129,1215.651668,429.2224296,74.8,354.4224296,nan,nan,354.4224296
10040201,Upper Musselshell,2570011.99,MT,Great Plains,408.9363107,370.7710431,1301.525447,451.1684193,6.1,445.0684193,408.9363107,370.7710431,445.0684193
10070004,Upper Yellowstone-Lake Basin,1005577.63,MT,Great Plains,463.4662122,367.8410874,1339.820027,390.8102967,149,241.8102967,nan,367.8410874,241.8102967
10070005,Stillwater,682578.31,MT,Great Plains,462.9192214,481.4894501,1107.661825,602.2601721,258.8,nan,462.9192214,481.4894501,nan
10020003,Ruby,618097.61,MT,Great Plains,348.8022333,433.3060823,1122.65138,499.4530534,51.4,448.0530534,348.8022333,433.3060823,448.0530534
10020002,Beaverhead,961454.98,MT,Great Plains,289.2607916,363.82962,1138.481691,376.1500676,32.9,343.2500676,289.2607916,363.82962,343.2500676
10020006,Boulder,485719.26,MT,Great Plains,484.3777886,495.9242459,1126.314401,453.8912155,91.3,362.5912155,nan,nan,362.5912155
10030201,Two Medicine,823954.9,MT,Great Plains,402.7034398,455.4903536,1153.105833,565.2788428,154.3,410.9788428,402.7034398,455.4903536,410.9788428
10030202,Cut Bank,768301.62,MT,Great Plains,361.797902,339.59751,1167.841212,434.1837203,43.4,390.7837203,361.797902,339.59751,390.7837203
10030204,Willow,635435.77,MT,Great Plains,416.8385533,296.1943756,1296.098942,338.9441508,36.1,302.8441508,nan,296.1943756,302.8441508
9020202,Upper Sheyenne,1205201.69,ND,Midwest,603.252224,542.5442979,1107.89249,595.3102988,25.16776119,570.1425376,nan,542.5442979,570.1425376
9020310,Park,610892.89,ND,Midwest,593.7849397,478.3984056,995.2730172,774.5804113,69.2,705.3804113,593.7849397,478.3984056,705.3804113
9020201,Devils Lake,2457556.38,ND,Midwest,642.3416998,530.248221,1045.335083,688.3341175,31.2,657.1341175,642.3416998,530.248221,657.1341175
9020308,Forest,599258.4,ND,Midwest,608.0990153,477.6445419,1032.119564,811.8691392,81.2,730.6691392,608.0990153,477.6445419,730.6691392
9020307,Turtle,437314.24,ND,Midwest,602.9284631,476.9090712,1021.14891,820.186643,84,736.186643,602.9284631,476.9090712,736.186643
9020109,Goose,809708.15,ND,Midwest,580.4576494,480.8533934,1024.017881,721.888357,37.2,684.688357,580.4576494,480.8533934,684.688357
9020203,Middle Sheyenne,1292131.89,ND,Midwest,650.7604324,534.2735415,1075.234395,686.6436874,18.1,668.5436874,650.7604324,534.2735415,668.5436874
9020204,Lower Sheyenne,1102755.42,ND,Midwest,632.1456999,547.1948403,1088.72612,627.4061393,26.8,600.6061393,nan,547.1948403,600.6061393
9020205,Maple,1010406.88,ND,Midwest,619.1864121,525.9536981,1088.61278,582.467529,15.3,567.167529,nan,525.9536981,567.167529
1070002,Winnipesaukee River,310653.72,NH,Northeast,760.4192649,839.5460114,1105.402737,1025.45536,449.3,nan,760.4192649,839.5460114,nan
1070001,Pemigewasset,654510.05,NH,Northeast,720.0469542,785.9749283,1011.552795,1188.192132,651.2,nan,720.0469542,785.9749283,nan
4150406,Saranac River,392465.89,NY,Midwest,565.7743557,682.6694959,867.0060527,1018.572721,0,1018.572721,565.7743557,682.6694959,nan
4150404,Ausable River,329526.42,NY,Midwest,657.7934296,745.3880705,948.4242269,946.9040204,0,946.9040204,657.7934296,745.3880705,946.9040204
4150306,St. Regis,546765.08,NY,Midwest,600.8026933,687.0688692,906.6402942,1015.97899,559.7151724,nan,600.8026933,687.0688692,nan
4150304,Grass,405099.71,NY,Midwest,563.6639568,655.9725454,894.7868327,1037.80285,466.9,nan,563.6639568,655.9725454,nan
4150302,Oswegatchie,672083.11,NY,Midwest,580.8885668,669.6725601,905.1952059,1003.826856,545.5672222,nan,580.8885668,669.6725601,nan
4150303,Indian,360007.87,NY,Midwest,645.4572114,665.5912837,932.9024024,929.822261,536.8152174,nan,645.4572114,665.5912837,nan
4150405,Lamoille River,461633.07,VT,Midwest,643.1096311,690.7400327,922.2126772,1108.148534,0,1108.148534,643.1096311,690.7400327,nan
1080105,White,455597.06,VT,Northeast,678.7117737,759.031981,993.408131,1003.920541,542,nan,678.7117737,759.031981,nan
4030102,Door-Kewaunee,490269.44,WI,Midwest,773.4797906,687.6616914,1077.837433,1018.510904,297.4096,721.1013043,773.4797906,687.6616914,721.1013043
4030105,Peshtigo,780481.11,WI,Midwest,711.6817846,717.8702835,1016.627619,928.2369091,326.015566,602.2213431,711.6817846,717.8702835,602.2213431
4030104,Oconto,614971.85,WI,Midwest,768.1603077,716.1239462,1013.866895,1006.925473,338.7,668.2254734,768.1603077,716.1239462,668.2254734
4030202,Wolf,2384585.5,WI,Midwest,742.0023024,695.5742762,1011.765993,1055.447029,376.8867508,678.5602781,742.0023024,695.5742762,678.5602781
7070002,Lake Dubay,1740421.57,WI,Midwest,691.104062,671.7812129,975.4401303,1051.777564,391.3,660.4775643,691.104062,671.7812129,660.4775643
7050003,South Fork Flambeau,473225.16,WI,Midwest,734.6019598,672.7348416,955.4490523,1138.289886,469.2,nan,734.6019598,672.7348416,nan
7030002,Namekagon,651862.8,WI,Midwest,744.3166233,710.0988878,1025.19766,1241.412905,471.6854749,769.7274297,744.3166233,710.0988878,769.7274297
7050004,Jump,546851.25,WI,Midwest,746.2079159,687.8072459,984.5417331,1063.826668,464.9152318,nan,746.2079159,687.8072459,nan
7050006,Eau Claire,565630.04,WI,Midwest,753.8575969,683.0245896,997.9545851,1192.480472,463.6,728.8804721,753.8575969,683.0245896,728.8804721
7050007,Red Cedar,1210174.16,WI,Midwest,714.8904543,646.0294773,1014.096396,1092.773947,412.7179567,680.0559903,714.8904543,646.0294773,680.0559903
10090206,Clear,738596.08,WY,Great Plains,428.8211932,431.6357152,1320.201498,449.5693805,34.7,414.8693805,428.8211932,431.6357152,414.8693805
10090202,Upper Powder,1604953.26,WY,Great Plains,229.6721704,242.6935722,1353.843467,353.251839,10.5,342.751839,229.6721704,242.6935722,342.751839
