huc8,name,areaacres,states,region,et_ssebop,et_fano,etr,precip,rf,et_wb,et_ssebop_filter,et_fano_filter,et_wb_filter
7070003,Castle Rock,2079621.65,WI,Midwest,685.301514,673.1350533,1042.798627,1092.128514,325.5,766.6285136,685.301514,673.1350533,766.6285136
7050001,Upper Chippewa,1235286.39,WI,Midwest,678.6416848,703.3645471,977.2840022,975.2860602,383.7814024,591.5046578,678.6416848,703.3645471,591.5046578
7040007,Black,1456561.29,WI,Midwest,675.5859854,689.350374,1025.475434,923.433475,275.603125,647.83035,675.5859854,689.350374,647.83035
7050005,Lower Chippewa,1318246.63,WI,Midwest,687.4861857,650.9790272,1027.145121,809.8516712,315.5771831,494.2744881,687.4861857,650.9790272,494.2744881
10080008,Nowood,1287233.39,WY,Great Plains,357.356178,345.676501,1168.611757,427.1648977,70.4,356.7648977,357.356178,345.676501,356.7648977
17040101,Snake Headwaters,1094937.85,WY,Great Plains,360.0174717,542.9187989,1097.994952,1006.267266,732.1,nan,360.0174717,542.9187989,nan
9020314,Roseau,1321215.91,"CN,MN",Midwest,477.2851097,494.3406636,916.0375274,nan,50.99710526,nan,477.2851097,494.3406636,nan
9030009,Lake of the Woods,3395333.95,"CN,MN",Midwest,514.3163365,664.4015182,921.0203687,nan,49.9,nan,514.3163365,664.4015182,nan
9020312,Two Rivers,697383.59,"CN,MN",Midwest,466.9667949,445.0163313,936.6465435,442.3848223,64.5,377.8848223,nan,nan,377.8848223
9040001,St. Marys,948412.76,"CN,MT",Midwest,549.8931981,597.5384563,1053.282669,nan,0,nan,549.8931981,597.5384563,nan
10050001,Milk Headwaters,617601.05,"CN,MT",Midwest,360.5963834,382.7137481,1132.850615,nan,30,nan,360.5963834,382.7137481,nan
10050002,Upper Milk,1445414.17,"CN,MT",Great Plains,355.2745389,302.3883827,1235.889291,nan,27.3,nan,355.2745389,302.3883827,nan
10050006,Sage,633348.09,"CN,MT",Great Plains,331.590184,268.3476579,1263.529116,305.416683,18,287.416683,nan,268.3476579,287.416683
9010004,Willow,1148878.5,"CN,ND",Midwest,526.9568322,491.9843037,1028.859815,419.8395031,3.79244713,416.0470559,nan,nan,416.0470559
9020316,Lower Pembina River,1623922.13,"CN,ND",Midwest,453.1644802,411.63231,947.8406045,nan,0,nan,453.1644802,411.63231,nan
9020315,Upper Pembina River,881910.56,"CN,ND",Midwest,495.9927549,434.9052123,987.2371658,nan,0,nan,495.9927549,434.9052123,nan
4150308,Chateaugay-English,739316.55,"CN,NY",Midwest,704.6063683,676.9533406,933.075839,nan,0,nan,704.6063683,676.9533406,nan
4150309,Headwaters St. Lawrence River,941126.17,"CN,NY",Midwest,673.5715713,661.2288433,914.5907373,nan,0,nan,673.5715713,661.2288433,nan
4150200,Lake Ontario,5060904.07,"CN,NY",Midwest,703.5089651,666.9450409,961.4216097,nan,750.1029345,nan,703.5089651,666.9450409,nan
10020004,Big Hole,1786146.5,"ID,MT",Great Plains,397.2072981,485.7732452,1036.596067,647.4023386,208.9,438.5023386,397.2072981,485.7732452,438.5023386
7050002,Flambeau,754827.57,"MI,WI",Midwest,618.1686906,695.6993781,941.9138986,985.6430186,355.4782609,630.1647578,618.1686906,695.6993781,630.1647578
7040001,Rush-Vermillion,711813.47,"MN,WI",Midwest,674.5413753,630.8917802,1040.646945,914.0392799,295.8464865,618.1927934,674.5413753,630.8917802,618.1927934
7030005,Lower St. Croix,1674762.35,"MN,WI",Midwest,676.7180071,646.7890133,1031.042608,866.775987,272,594.775987,676.7180071,646.7890133,594.775987
10100004,Lower Yellowstone,3407624.57,"MT,ND",Great Plains,476.7348482,417.3436451,1280.742482,427.1454915,87.8,339.3454915,nan,417.3436451,339.3454915
10090101,Upper Tongue,1622535.12,"MT,WY",Great Plains,555.4064646,533.2894312,1322.260655,524.2410742,58.9,465.3410742,nan,nan,465.3410742
10070002,Upper Yellowstone,1897251.3,"MT,WY",Great Plains,471.8931115,506.4374825,1187.488859,729.0596791,428.7,nan,471.8931115,506.4374825,nan
10070006,Clarks Fork Yellowstone,1787333.49,"MT,WY",Great Plains,413.2929803,416.1348236,1185.213145,667.6667562,374.7,nan,413.2929803,416.1348236,nan
10080014,Shoshone,944835.26,"MT,WY",Great Plains,404.425672,293.1618708,1276.749686,322.257198,229.6,nan,nan,293.1618708,nan
10070001,Yellowstone Headwaters,1659327.81,"MT,WY",Great Plains,362.419461,522.7567424,1079.485822,891.7300716,594.1314351,nan,362.419461,522.7567424,nan
1080103,Waits,593829.17,"NH,VT",Northeast,716.4315319,739.814313,977.6003832,1167.016417,633.1765823,nan,716.4315319,739.814313,nan
4150408,Lake Champlain,1793332.24,"CN,NY,VT",Northeast,744.9872906,744.7131041,995.3037941,nan,0,nan,744.9872906,744.7131041,nan
10020007,Madison,1635681.26,"ID,MT,WY",Great Plains,397.8367147,512.9890028,1109.513407,720.1263133,295.7,nan,397.8367147,512.9890028,nan
1080101,Upper Connecticut,914976.88,"CN,ME,NH,VT",Northeast,638.3931697,632.2132539,843.5365968,nan,692.1,nan,638.3931697,632.2132539,nan
4150500,St. Francois River,1974832.35,"CN,ME,NH,VT",Northeast,680.2585498,660.7730637,899.4002541,nan,0,nan,680.2585498,660.7730637,nan
1040001,Upper Androscoggin,876955.19,"CN,ME,NH",Northeast,641.8165452,653.2705912,850.7496631,1245.301623,698.9,nan,641.8165452,653.2705912,nan
4150407,Missiquoi River,547520.06,"CN,VT",Midwest,679.6875802,690.5613048,933.7966831,nan,0,nan,679.6875802,690.5613048,nan
4060200,Lake Michigan,14382857.03,"IL,IN,MI,WI",Midwest,631.1444581,702.5531368,968.4327499,nan,436.1413153,nan,631.1444581,702.5531368,nan
4020300,Lake Superior,20931900.82,"CN,MI,MN,WI",Midwest,581.9553061,714.137645,945.4098361,nan,484.7341096,nan,581.9553061,714.137645,nan
4150401,Mettawee River,439961.17,"NY,VT",Midwest,766.2039642,810.1567254,1108.283187,1076.108048,0,1076.108048,766.2039642,810.1567254,1076.108048
1020003,Mattawamkeag,967445.35,ME,Northeast,743.2750426,770.0096902,977.9907632,1296.428578,697.5,nan,743.2750426,770.0096902,nan
1020002,East Branch Penobscot,716510.69,ME,Northeast,759.0493831,766.9502634,993.3418864,1181.920835,660.8,nan,759.0493831,766.9502634,nan
1020005,Lower Penobscot,1532146.81,ME,Northeast,812.2133625,817.3869699,1044.866209,1252.814091,688.9926108,nan,812.2133625,817.3869699,nan
1020004,Piscataquis,930120.31,ME,Northeast,772.7852946,788.6867248,1014.634873,1241.587995,605,nan,772.7852946,788.6867248,nan
1030003,Lower Kennebec,2195636.1,ME,Northeast,730.2594705,779.3871576,1033.818381,1178.10652,596.7028961,nan,730.2594705,779.3871576,nan
1010003,Fish,569848.78,ME,Northeast,601.5128555,628.0943749,866.3311266,1105.71262,605,nan,601.5128555,628.0943749,nan
1010002,Allagash,790334.93,ME,Northeast,628.9269642,694.3114281,892.7385757,1036.923132,519.9,nan,628.9269642,694.3114281,nan
4070003,Lone Lake-Ocqueoc,509208.72,MI,Midwest,659.1937692,729.6291495,1020.629538,799.4685046,347.306383,nan,659.1937692,729.6291495,nan
4070006,Thunder Bay,800158.46,MI,Midwest,683.8833385,713.0390966,1047.567847,865.5416836,314.7546729,550.7870107,683.8833385,713.0390966,550.7870107
4070002,Carp-Pine,415708.44,MI,Midwest,590.9772536,660.6968517,928.3644558,882.0166957,424.0271186,nan,590.9772536,660.6968517,nan
4070007,Au Sable,1311053.88,MI,Midwest,646.9621632,683.0668998,1003.77576,907.2301354,295.9,611.3301354,646.9621632,683.0668998,611.3301354
4070005,Black,384003.94,MI,Midwest,675.6737225,730.4544027,1050.353759,850.0661633,319.0188119,531.0473514,675.6737225,730.4544027,531.0473514
4070004,Cheboygan,572193.62,MI,Midwest,679.8429416,702.5179551,1005.989083,935.3690915,470.9,nan,679.8429416,702.5179551,nan
4060105,Boardman-Charlevoix,1067562.27,MI,Midwest,663.1457363,672.798024,1017.805721,1040.223176,654,nan,663.1457363,672.798024,nan
4060103,Manistee,1247879.17,MI,Midwest,653.3763774,686.7663395,1007.922719,1040.822458,467,nan,653.3763774,686.7663395,nan
4060107,Brevoort-Millecoquins,353656.36,MI,Midwest,567.94702,631.3209277,885.0598143,863.9975789,333.6,530.3975789,567.94702,631.3209277,530.3975789
4020201,Betsy-Chocolay,736752.03,MI,Midwest,522.742664,628.2585286,877.9845831,1012.587576,484.7,nan,522.742664,628.2585286,nan
4020202,Tahquamenon,518215.99,MI,Midwest,499.4744967,623.9550254,871.9365479,901.5741586,425.1958042,nan,499.4744967,623.9550254,nan
4060106,Manistique,941507.12,MI,Midwest,543.6316072,647.6191763,919.7322564,970.0772696,467.2,nan,543.6316072,647.6191763,nan
4020203,Waiska,68549.99,MI,Midwest,519.7399807,631.7944067,895.2498552,907.6626587,424.8,nan,519.7399807,631.7944067,nan
4060104,Betsie-Platte,509342.3,MI,Midwest,635.1589038,681.5897328,1029.453367,1066.399202,382.0871429,684.3120589,635.1589038,681.5897328,684.3120589
4030112,Fishdam-Sturgeon,371490.5,MI,Midwest,581.9580122,674.7895677,921.5224161,913.7280429,338.9539216,574.7741213,581.9580122,674.7895677,574.7741213
4030111,Tacoosh-Whitefish,411086.07,MI,Midwest,630.0182619,691.8087783,966.7735477,955.0274902,455.5,nan,630.0182619,691.8087783,nan
4030109,Cedar-Ford,652336.11,MI,Midwest,660.8028222,703.7887674,984.1787291,845.6101138,262.5,583.1101138,660.8028222,703.7887674,583.1101138
4030110,Escanaba,593664.62,MI,Midwest,612.0997059,676.8774811,953.1839986,897.1923874,333.0440994,564.148288,612.0997059,676.8774811,564.148288
4020105,Dead-Kelsey,581828.58,MI,Midwest,603.1043246,718.2213434,975.5369488,987.6308176,543.3,nan,603.1043246,718.2213434,nan
4020103,Keweenaw Peninsula,699037.44,MI,Midwest,652.0352087,733.9963832,1008.465191,1051.61975,670.2136842,nan,652.0352087,733.9963832,nan
4020104,Sturgeon,467346.5,MI,Midwest,613.3780711,695.2067165,944.2332189,975.6065516,482.716129,nan,613.3780711,695.2067165,nan
4030107,Michigamme,463410.9,MI,Midwest,623.6995988,667.8041184,929.0056568,843.5881333,393.4656,nan,623.6995988,667.8041184,nan
9030002,Vermilion,661801.47,MN,Midwest,575.2013553,691.9466204,912.3610328,786.6413487,264.8,521.8413487,575.2013553,691.9466204,521.8413487
9030005,Little Fork,1199238.94,MN,Midwest,504.5390552,667.3820626,932.9893637,754.5457585,219.5,535.0457585,504.5390552,667.3820626,535.0457585
4010202,Cloquet,507904.08,MN,Midwest,555.2789476,686.5206021,946.3394808,745.1428971,260,485.1428971,555.2789476,686.5206021,485.1428971
4010102,Beaver-Lester,392935.76,MN,Midwest,514.7518832,640.5410365,900.0217992,766.4864986,303.9,462.5864986,514.7518832,640.5410365,462.5864986
7030003,Kettle,673461.51,MN,Midwest,640.2050858,689.2233197,1007.889307,950.9680725,395.7,nan,640.2050858,689.2233197,nan
7010103,Prairie-Willow,1333827.72,MN,Midwest,636.7472853,683.3680907,981.3334366,770.3198617,175.180593,595.1392687,636.7472853,683.3680907,595.1392687
7010102,Leech Lake,858412.13,MN,Midwest,622.1315576,690.9916669,1006.144693,683.0437369,94,589.0437369,622.1315576,nan,589.0437369
7010105,Pine,501180.35,MN,Midwest,645.508837,664.1728765,1009.274613,762.5421593,177.8,584.7421593,645.508837,664.1728765,584.7421593
7010104,Elk-Nokasippi,1076970.75,MN,Midwest,671.7633126,659.6225781,1030.598557,745.6286143,186.8050167,558.8235976,671.7633126,659.6225781,558.8235976
7010204,Crow,945279.64,MN,Midwest,684.0362271,612.3397134,1089.8976,788.836437,298.205098,490.631339,684.0362271,612.3397134,490.631339
7010203,Clearwater-Elk,717847.48,MN,Midwest,659.4379609,615.2051648,1079.401587,792.8758392,299.3,493.5758392,659.4379609,615.2051648,493.5758392
7010205,South Fork Crow,818476.84,MN,Midwest,644.5096984,558.314611,1077.923001,906.2763758,299.5,606.7763758,644.5096984,558.314611,606.7763758
7020005,Chippewa,1329918.1,MN,Midwest,669.3713175,568.2376362,1088.772877,727.8261526,107.1,620.7261526,669.3713175,568.2376362,620.7261526
7010108,Long Prairie,565175.59,MN,Midwest,620.7553293,608.8588333,1014.61076,710.0640088,203.2668831,506.7971257,620.7553293,608.8588333,506.7971257
7010107,Redeye,572115.83,MN,Midwest,596.6527698,558.2374208,954.8170704,656.0307683,191,465.0307683,596.6527698,558.2374208,465.0307683
7010106,Crow Wing,1269326.03,MN,Midwest,625.630002,630.1313929,1001.993244,687.2964765,167.6,519.6964765,625.630002,630.1313929,519.6964765
9020103,Otter Tail,1221591.77,MN,Midwest,649.4352544,621.5312511,1029.677129,605.4425183,92,513.4425183,nan,nan,513.4425183
9020108,Eastern Wild Rice,1046539.81,MN,Midwest,529.9252762,554.8864711,1032.948317,651.5870483,49.8,601.7870483,529.9252762,554.8864711,601.7870483
9020305,Clearwater,869288.21,MN,Midwest,521.8188144,548.3154194,1020.03259,580.545963,51.1,529.445963,521.8188144,548.3154194,529.445963
9020303,Red Lake,856994.91,MN,Midwest,489.8995837,481.7010705,1018.576259,514.7450104,29.45384615,485.2911642,489.8995837,481.7010705,485.2911642
9020309,Snake,498127.97,MN,Midwest,488.2140224,472.4509742,1014.895568,481.0893922,58.6,422.4893922,nan,472.4509742,422.4893922
9020102,Mustinka,550428.52,MN,Midwest,623.4065595,511.1965102,1089.31991,555.7335512,75,480.7335512,nan,511.1965102,480.7335512
7020002,Pomme De Terre,559965.45,MN,Midwest,636.1513496,546.5735715,1052.247243,637.5707026,155.6,481.9707026,636.1513496,546.5735715,481.9707026
10050004,Middle Milk,2247783.95,MT,Great Plains,334.1703559,349.1046062,1252.373381,346.5012627,19.2,327.3012627,334.1703559,nan,327.3012627
10050016,Porcupine,464522.32,MT,Great Plains,290.394644,303.5372238,1147.664198,273.7498988,55.6,218.1498988,nan,nan,218.1498988
10090102,Lower Tongue,1838669.88,MT,Great Plains,545.7777765,493.2402562,1404.126276,507.8850596,27.58218623,480.3028733,nan,493.2402562,480.3028733
10080015,Lower Bighorn,1255344.1,MT,Great Plains,597.328722,521.3622745,1372.654421,598.3761881,125.2,473.1761881,597.328722,521.3622745,473.1761881
10070007,Upper Yellowstone-Pompeys Pillar,1285334.67,MT,Great Plains,512.1847915,433.9072705,1367.528753,553.654275,156.6116477,397.0426273,512.1847915,433.9072705,397.0426273
10040202,Middle Musselshell,1231642.19,MT,Great Plains,517.7355381,467.0944946,1370.432868,576.2575689,55.1,521.1575689,517.7355381,467.0944946,521.1575689
10040203,Flatwillow,435085,MT,Great Plains,561.798858,569.5440508,1327.460986,635.3535464,53.7,581.6535464,561.798858,569.5440508,581.6535464
10040204,Box Elder,750403.48,MT,Great Plains,514.9337346,527.4837061,1410.515677,514.3578589,53.7,460.6578589,nan,nan,460.6578589
10040205,Lower Musselshell,1081352.99,MT,Great Plains,405.912582,400.193491,1458.658088,452.9164546,55.9,397.0164546,405.912582,400.193491,397.0164546
10040105,Big Dry,991528.7,MT,Great Plains,345.5306652,338.5161113,1402.168383,439.1025061,55.9,383.2025061,345.5306652,338.5161113,383.2025061
10040106,Little Dry,782771.97,MT,Great Plains,339.3085632,334.6662458,1332.27585,414.969297,55.9,359.069297,339.3085632,334.6662458,359.069297
10050014,Beaver,1170683.71,MT,Great Plains,293.9539628,319.737219,1269.31864,374.1813456,28.3,345.8813456,293.9539628,319.737219,345.8813456
10040101,Bullwhacker-Dog,1237914.67,MT,Great Plains,411.5632871,351.5846186,1345.811445,421.912667,113.7,308.212667,411.5632871,351.5846186,308.212667
10050005,Big Sandy,516683.26,MT,Great Plains,423.603238,365.0935,1296.900609,389.958029,21.4,368.558029,nan,365.0935,368.558029
10040102,Arrow,814352.07,MT,Great Plains,467.7037565,451.7994715,1348.966332,472.1371028,113.8,358.3371028,467.7037565,451.7994715,358.3371028
10040103,Judith,1769983.94,MT,Great Plains,532.7276661,550.6213678,1304.226187,605.8375116,113.8,492.0375116,532.7276661,550.6213678,492.0375116
10030105,Belt,511286.04,MT,Great Plains,533.4229879,650.2378531,1300.423119,574.701055,114.3,460.401055,533.4229879,nan,460.401055
10030102,Upper Missouri-Dearborn,1665003.3,MT,Great Plains,504.9733879,471.7325581,1337.899438,481.1571835,130.6,350.5571835,nan,471.7325581,350.5571835
10030205,Teton,1311574.52,MT,Great Plains,413.0288437,357.3785533,1286.289304,467.6921176,38.3,429.3921176,413.0288437,357.3785533,429.3921176
10030104,Sun,1201578.89,MT,Great Plains,422.4321684,445.7589784,1183.303497,688.0460347,209.5,478.5460347,422.4321684,445.7589784,478.5460347
10030103,Smith,1284299.24,MT,Great Plains,514.789565,572.3387888,1270.403144,535.7438599,95.5,440.2438599,514.789565,nan,440.2438599
10030101,Upper Missouri,2144176.11,MT,Great Plains,499.9832262,513.7877651,1211.973599,517.6507415,151.4,366.2507415,499.9832262,513.7877651,366.2507415
10040201,Upper Musselshell,2570011.99,MT,Great Plains,476.8717343,457.2115041,1297.105783,640.4591681,62,578.4591681,476.8717343,457.2115041,578.4591681
10070004,Upper Yellowstone-Lake Basin,1005577.63,MT,Great Plains,494.3126737,468.0173981,1335.428638,590.0659479,341.9,nan,494.3126737,468.0173981,nan
10070005,Stillwater,682578.31,MT,Great Plains,426.4680072,497.8189257,1104.253426,850.4291224,482.6,nan,426.4680072,497.8189257,nan
10020003,Ruby,618097.61,MT,Great Plains,387.1669189,450.7319918,1119.250331,532.8559745,67.3,465.5559745,387.1669189,450.7319918,465.5559745
10020002,Beaverhead,961454.98,MT,Great Plains,337.5836549,387.5057321,1134.938945,393.2440608,59.7,333.5440608,337.5836549,387.5057321,333.5440608
10020006,Boulder,485719.26,MT,Great Plains,480.6233161,512.9874006,1122.814033,570.8753493,209.3,361.5753493,480.6233161,512.9874006,361.5753493
10030201,Two Medicine,823954.9,MT,Great Plains,404.9141865,439.9953873,1149.636575,672.6079724,312,nan,404.9141865,439.9953873,nan
10030202,Cut Bank,768301.62,MT,Great Plains,351.5000953,311.3093968,1164.280871,471.3941589,92.3,379.0941589,351.5000953,311.3093968,379.0941589
10030204,Willow,635435.77,MT,Great Plains,353.6457446,250.9783418,1292.227208,374.8581109,75.2,299.6581109,353.6457446,250.9783418,299.6581109
9020202,Upper Sheyenne,1205201.69,ND,Midwest,553.77081,491.0557484,1104.436893,425.2124269,20.25074627,404.9616807,nan,nan,404.9616807
9020310,Park,610892.89,ND,Midwest,444.1168453,436.6872891,992.0982117,403.3075238,13.5,389.8075238,nan,nan,389.8075238
9020201,Devils Lake,2457556.38,ND,Midwest,531.2226666,482.7520167,1042.1191,437.5589771,26.8,410.7589771,nan,nan,410.7589771
9020308,Forest,599258.4,ND,Midwest,480.1081574,446.5994247,1028.847216,395.1385876,26.3,368.8385876,nan,nan,368.8385876
9020307,Turtle,437314.24,ND,Midwest,507.0238823,464.8715815,1018.044986,453.1138283,30,423.1138283,nan,nan,423.1138283
9020109,Goose,809708.15,ND,Midwest,511.7267975,466.2204969,1020.83917,480.0686081,48.5,431.5686081,nan,466.2204969,431.5686081
9020203,Middle Sheyenne,1292131.89,ND,Midwest,540.8926108,521.193981,1071.743623,448.0723212,37.8,410.2723212,nan,nan,410.2723212
9020204,Lower Sheyenne,1102755.42,ND,Midwest,571.3945213,541.3045442,1085.099851,535.3759379,49.3,486.0759379,nan,nan,486.0759379
9020205,Maple,1010406.88,ND,Midwest,563.2135417,513.8426685,1084.968289,541.7609063,39,502.7609063,nan,513.8426685,502.7609063
1070002,Winnipesaukee River,310653.72,NH,Northeast,757.835301,831.5361731,1102.317908,1223.187208,637.4,nan,757.835301,831.5361731,nan
1070001,Pemigewasset,654510.05,NH,Northeast,703.1900886,784.3080257,1008.784542,1357.101289,724.3,nan,703.1900886,784.3080257,nan
4150406,Saranac River,392465.89,NY,Midwest,585.0352679,661.8062647,864.8240815,1025.014581,0,1025.014581,585.0352679,661.8062647,nan
4150404,Ausable River,329526.42,NY,Midwest,712.3048128,725.9639139,945.8696901,1016.683419,0,1016.683419,712.3048128,725.9639139,nan
4150306,St. Regis,546765.08,NY,Midwest,656.858666,669.181057,904.4217142,1050.736676,669.1131034,nan,656.858666,669.181057,nan
4150304,Grass,405099.71,NY,Midwest,590.2291116,639.8708348,892.458109,1138.354526,635.7,nan,590.2291116,639.8708348,nan
4150302,Oswegatchie,672083.11,NY,Midwest,612.9458277,652.3620077,902.6533195,1197.400698,866.9644444,nan,612.9458277,652.3620077,nan
4150303,Indian,360007.87,NY,Midwest,678.6250609,666.6271935,930.3760988,1154.374197,864.5,nan,678.6250609,666.6271935,nan
4150405,Lamoille River,461633.07,VT,Midwest,690.4928208,689.9599232,919.6950352,1104.659725,0,1104.659725,690.4928208,689.9599232,nan
1080105,White,455597.06,VT,Northeast,731.092221,754.3665148,990.5896312,1073.510496,582.8,nan,731.092221,754.3665148,nan
4030102,Door-Kewaunee,490269.44,WI,Midwest,646.3173743,668.1777457,1074.678051,856.1091016,215.1672,640.9419016,646.3173743,668.1777457,640.9419016
4030105,Peshtigo,780481.11,WI,Midwest,651.6651352,712.3402781,1013.682522,770.4209577,306.7330189,463.6879389,651.6651352,712.3402781,463.6879389
4030104,Oconto,614971.85,WI,Midwest,697.4438069,715.1998717,1010.935143,761.7563897,274.2,487.5563897,697.4438069,715.1998717,487.5563897
4030202,Wolf,2384585.5,WI,Midwest,687.5975015,678.0899045,1008.753365,913.8720776,331.3451104,582.5269672,687.5975015,678.0899045,582.5269672
7070002,Lake Dubay,1740421.57,WI,Midwest,633.8384375,644.9284979,972.5533615,827.5953496,309.2,518.3953496,633.8384375,644.9284979,518.3953496
7050003,South Fork Flambeau,473225.16,WI,Midwest,618.4369814,687.9311186,952.5437967,953.5949612,369.2,584.3949612,618.4369814,687.9311186,584.3949612
7030002,Namekagon,651862.8,WI,Midwest,698.2503557,726.2694656,1022.196356,1020.665625,430.6379888,nan,698.2503557,726.2694656,nan
7050004,Jump,546851.25,WI,Midwest,627.508652,674.2703429,981.6427384,824.7810265,344.4317881,nan,627.508652,674.2703429,nan
7050006,Eau Claire,565630.04,WI,Midwest,674.043137,653.6087532,994.9486163,863.5425922,324.6,538.9425922,674.043137,653.6087532,538.9425922
7050007,Red Cedar,1210174.16,WI,Midwest,712.3871704,658.6732594,1011.145387,873.5407847,312.4863777,561.054407,712.3871704,658.6732594,561.054407
10090206,Clear,738596.08,WY,Great Plains,517.9897428,487.5811884,1316.088328,498.0399722,99.7,398.3399722,nan,487.5811884,398.3399722
10090202,Upper Powder,1604953.26,WY,Great Plains,327.3446706,291.1006799,1349.66823,435.9878915,17.9,418.0878915,327.3446706,291.1006799,418.0878915
10090205,Crazy Woman,611303.39,WY,Great Plains,434.6177392,363.1114673,1272.962123,435.5630062,15.3,420.2630062,434.6177392,363.1114673,420.2630062
10090201,Middle Fork Powder,628107.23,WY,Great Plains,380.6601373,380.2625578,1261.211077,431.0756906,66.3,364.7756906,380.6601373,380.2625578,364.7756906
